Sample_name	type	Area	location	Timepoint	nest	size	ID
UnKn-C092	unsexed	Ringstad	S.Varholmen	3	NA	44	650
UnKn-C093	unsexed	Ringstad	S.Varholmen	3	NA	42	651
UnKn-C094	unsexed	Ringstad	S.Varholmen	3	NA	46	652
UnKn-C095	unsexed	Ringstad	S.Varholmen	3	NA	42.5	653
UnKn-C096	unsexed	Ringstad	S.Varholmen	3	NA	46	654
UnKn-C097	unsexed	Ringstad	S.Varholmen	3	NA	45	655
UnKn-C098	unsexed	Ringstad	S.Varholmen	3	NA	41.5	656
UnKn-C099	unsexed	Ringstad	S.Varholmen	3	NA	41	657
UnKn-C100	unsexed	Ringstad	S.Varholmen	3	NA	39.5	658
UnKn-C101	unsexed	Ringstad	Finnoya	3	NA	43	659
UnKn-C102	unsexed	Ringstad	Finnoya	3	NA	44	660
UnKn-C103	unsexed	Ringstad	Finnoya	3	NA	43	661
UnKn-C104	unsexed	Ringstad	Finnoya	3	NA	45.5	662
UnKn-C105	unsexed	Ringstad	Finnoya	3	NA	46	663
UnKn-C106	unsexed	Ringstad	Finnoya	3	NA	45	664
UnKn-C107	unsexed	Ringstad	Finnoya	3	NA	46	665
UnKn-C108	unsexed	Ringstad	Finnoya	3	NA	40.5	666
UnKn-C109	unsexed	Ringstad	Finnoya	3	NA	45.5	667
UnKn-C110	unsexed	Ringstad	Finnoya	3	NA	37.5	668
UnKn-C111	unsexed	Ringstad	Finnoya	3	NA	40.5	669
UnKn-C112	unsexed	Ringstad	Finnoya	3	NA	42.5	670
NTC_8b	technical	NA	NA	NA	NA	NA	671
NTC_8c	technical	NA	NA	NA	NA	NA	672
Egg-20-05	eggs	Hitra	Feoya_4-5	2	26	NA	673
Egg-20-06	eggs	Hitra	Feoya_4-5	2	26	NA	674
Egg-20-07	eggs	Hitra	Feoya_4-5	2	26	NA	675
Egg-20-08	eggs	Hitra	Feoya_4-5	2	26	NA	676
Egg-20-09	eggs	Hitra	Feoya_4-5	2	26	NA	677
Egg-20-10	eggs	Hitra	Feoya_4-5	2	26	NA	678
Egg-20-11	eggs	Hitra	Feoya_4-5	2	26	NA	679
Egg-20-12	eggs	Hitra	Feoya_4-5	2	26	NA	680
Egg-20-13	eggs	Hitra	Feoya_4-5	2	26	NA	681
Egg-20-14	eggs	Hitra	Feoya_4-5	2	26	NA	682
Egg-20-15	eggs	Hitra	Feoya_4-5	2	26	NA	683
Egg-20-16	eggs	Hitra	Feoya_4-5	2	26	NA	684
Egg-20-17	eggs	Hitra	Feoya_4-5	2	26	NA	685
Egg-20-18	eggs	Hitra	Feoya_4-5	2	26	NA	686
Egg-20-19	eggs	Hitra	Feoya_4-5	2	26	NA	687
Egg-20-20	eggs	Hitra	Feoya_4-5	2	26	NA	688
Egg-20-21	eggs	Hitra	Feoya_4-5	2	26	NA	689
Egg-20-22	eggs	Hitra	Feoya_4-5	2	26	NA	690
Egg-20-23	eggs	Hitra	Feoya_4-5	2	26	NA	691
Egg-20-24	eggs	Hitra	Feoya_4-5	2	26	NA	692
Egg-20-25	eggs	Hitra	Feoya_4-5	2	26	NA	693
Egg-20-26	eggs	Hitra	Feoya_4-5	2	26	NA	694
Egg-20-27	eggs	Hitra	Feoya_4-5	2	26	NA	695
Egg-20-28	eggs	Hitra	Feoya_4-5	2	26	NA	696
Egg-20-29	eggs	Hitra	Feoya_4-5	2	26	NA	697
Egg-20-30	eggs	Hitra	Feoya_4-5	2	26	NA	698
Egg-20-31	eggs	Hitra	Feoya_4-5	2	26	NA	699
Egg-20-32	eggs	Hitra	Feoya_4-5	2	26	NA	700
Egg-20-33	eggs	Hitra	Feoya_4-5	2	26	NA	701
Egg-20-34	eggs	Hitra	Feoya_4-5	2	26	NA	702
Egg-20-35	eggs	Hitra	Feoya_4-5	2	26	NA	703
NTC_7a	technical	NA	NA	NA	NA	NA	704
Egg-21-01	eggs	Hitra	Teist-T10	2	16	NA	705
Egg-21-02	eggs	Hitra	Teist-T10	2	16	NA	706
Egg-21-03	eggs	Hitra	Teist-T10	2	16	NA	707
Egg-21-04	eggs	Hitra	Teist-T10	2	16	NA	708
Egg-21-05	eggs	Hitra	Teist-T10	2	16	NA	709
Egg-21-06	eggs	Hitra	Teist-T10	2	16	NA	710
Egg-21-07	eggs	Hitra	Teist-T10	2	16	NA	711
Egg-21-08	eggs	Hitra	Teist-T10	2	16	NA	712
Egg-21-09	eggs	Hitra	Teist-T10	2	16	NA	713
Egg-21-10	eggs	Hitra	Teist-T10	2	16	NA	714
Egg-21-11	eggs	Hitra	Teist-T10	2	16	NA	715
Egg-21-12	eggs	Hitra	Teist-T10	2	16	NA	716
Egg-21-13	eggs	Hitra	Teist-T10	2	16	NA	717
Egg-21-14	eggs	Hitra	Teist-T10	2	16	NA	718
Egg-21-15	eggs	Hitra	Teist-T10	2	16	NA	719
Egg-21-16	eggs	Hitra	Teist-T10	2	16	NA	720
Egg-21-17	eggs	Hitra	Teist-T10	2	16	NA	721
Egg-21-18	eggs	Hitra	Teist-T10	2	16	NA	722
Egg-21-19	eggs	Hitra	Teist-T10	2	16	NA	723
Egg-21-20	eggs	Hitra	Teist-T10	2	16	NA	724
Egg-21-21	eggs	Hitra	Teist-T10	2	16	NA	725
Egg-21-22	eggs	Hitra	Teist-T10	2	16	NA	726
Egg-21-23	eggs	Hitra	Teist-T10	2	16	NA	727
Egg-21-24	eggs	Hitra	Teist-T10	2	16	NA	728
Egg-21-25	eggs	Hitra	Teist-T10	2	16	NA	729
Egg-21-26	eggs	Hitra	Teist-T10	2	16	NA	730
Egg-21-27	eggs	Hitra	Teist-T10	2	16	NA	731
Egg-21-28	eggs	Hitra	Teist-T10	2	16	NA	732
Egg-21-29	eggs	Hitra	Teist-T10	2	16	NA	733
Egg-21-30	eggs	Hitra	Teist-T10	2	16	NA	734
Egg-21-31	eggs	Hitra	Teist-T10	2	16	NA	735
Egg-21-32	eggs	Hitra	Teist-T10	2	16	NA	736
Egg-21-33	eggs	Hitra	Teist-T10	2	16	NA	737
Egg-21-34	eggs	Hitra	Teist-T10	2	16	NA	738
Egg-21-35	eggs	Hitra	Teist-T10	2	16	NA	739
NTC_7b	technical	NA	NA	NA	NA	NA	740
Male-ref-A01	male_control	Hitra	Teist-T10	2	5	NA	741
Male-ref-A02	male_control	Hitra	Teist-T11	2	20	NA	742
Male-ref-A03	male_control	Hitra	Teist-T12	2	19	NA	743
Male-ref-A04	male_control	Austevoll	Krabbavika	2	24	NA	744
Male-ref-A05	male_control	Austevoll	Krabbavika	2	30	NA	745
Male-ref-A06	male_control	Austevoll	Krabbavika	2	9	NA	746
Male-ref-A07	male_control	Ringstad	Finnoya	2	13	NA	747
Male-ref-A08	male_control	Ringstad	Finnoya	2	11	NA	748
Male-ref-A09	male_control	Ringstad	Finnoya	2	16	NA	749
Male-ref-A10	male_control	Ringstad	Finnoya	2	20	NA	750
Fem-ref-B11	female_control	Arendal	Badstuholmen	2	NA	NA	751
Fem-ref-B12	female_control	Arendal	Langrumpa	2	NA	NA	752
Fem-ref-B13	female_control	Arendal	St-Helena	2	NA	NA	753
Fem-ref-B14	female_control	Arendal	Tvillingeholmen	2	NA	NA	754
Fem-ref-B15	female_control	Arendal	Sigurd_johnsen	2	NA	NA	755
Fem-ref-B16	female_control	Kristineberg	Katten	2	NA	NA	756
Fem-ref-B17	female_control	Kristineberg	Rodberget	2	NA	NA	757
Fem-ref-B18	female_control	Kristineberg	Tjallsoholmen	2	NA	NA	758
Fem-ref-B19	female_control	Kristineberg	Blabergsholmen	2	NA	NA	759
Fem-ref-B20	female_control	Kristineberg	Pittleholmen	2	NA	NA	760
UnKn-C001	unsexed	Ringstad	D-Hammar	1	NA	34	761
UnKn-C002	unsexed	Ringstad	D-Hammar	1	NA	36	762
UnKn-C003	unsexed	Ringstad	D-Hammar	1	NA	37	763
UnKn-C004	unsexed	Ringstad	D-Hammar	1	NA	34.5	764
UnKn-C005	unsexed	Ringstad	D-Hammar	1	NA	36	765
UnKn-C006	unsexed	Ringstad	D-Hammar	1	NA	39	766
UnKn-C007	unsexed	Ringstad	Finnoya	1	NA	NA	767
UnKn-C008	unsexed	Ringstad	Finnoya	1	NA	36	768
