ID	Percent_Mapped	filesize	type	plate	platePOS	plateCOL	plateROW	fsize.cut	permap.cut
446	98.32048343404875	5408	unknown	5	8	8	6	>3Mb	>90%
447	97.94871794871794	3664	unknown	5	8	8	7	>3Mb	>90%
448	90.46772899231915	2036	unknown	5	8	8	8	1.5Mb-3Mb	>90%
449	98.6164026468819	3508	unknown	5	9	9	1	>3Mb	>90%
45	96.60377358490567	68	unknown	1	6	6	5	0-750Kb	>90%
450	97.04253944818677	2380	unknown	5	9	9	2	1.5Mb-3Mb	>90%
451	98.2983751846381	3732	unknown	5	9	9	3	>3Mb	>90%
452	97.50156347717324	3604	unknown	5	9	9	4	>3Mb	>90%
453	98.05996867308122	5116	unknown	5	9	9	5	>3Mb	>90%
454	98.82267384724243	5752	unknown	5	9	9	6	>3Mb	>90%
455	98.50184034966644	3860	unknown	5	9	9	7	>3Mb	>90%
456	84.0998815633636	1200	unknown	5	9	9	8	750Kb-1.5Mb	65-90%
457	99.62942629700797	3940	unknown	5	10	10	1	>3Mb	>90%
458	94.7680459629607	3616	unknown	5	10	10	2	>3Mb	>90%
459	98.01329358291385	4620	unknown	5	10	10	3	>3Mb	>90%
46	98.84890538432575	4176	unknown	1	6	6	6	>3Mb	>90%
460	96.6356845526601	3872	unknown	5	10	10	4	>3Mb	>90%
461	97.54650261577214	4740	unknown	5	10	10	5	>3Mb	>90%
462	97.74561321197335	4868	unknown	5	10	10	6	>3Mb	>90%
463	96.59406650533298	2576	unknown	5	10	10	7	1.5Mb-3Mb	>90%
464	97.73258769700051	4384	unknown	5	10	10	8	>3Mb	>90%
465	85.88322246858833	304	"suspicious NTC"	5	11	11	1	0-750Kb	65-90%
466	97.07826086956521	3940	unknown	5	11	11	2	>3Mb	>90%
467	98.10326659641728	5096	unknown	5	11	11	3	>3Mb	>90%
468	98.06242377203681	4048	unknown	5	11	11	4	>3Mb	>90%
469	98.52171153541016	4388	unknown	5	11	11	5	>3Mb	>90%
47	99.19277397671348	3556	unknown	1	6	6	7	>3Mb	>90%
470	97.29000525285325	4716	unknown	5	11	11	6	>3Mb	>90%
471	98.33581557987438	3424	unknown	5	11	11	7	>3Mb	>90%
472	94.26110303165902	2008	unknown	5	11	11	8	1.5Mb-3Mb	>90%
473	99.39735462158566	2932	unknown	5	12	12	1	1.5Mb-3Mb	>90%
474	91.22046522986751	3776	unknown	5	12	12	2	>3Mb	>90%
475	94.12530748082767	3084	unknown	5	12	12	3	>3Mb	>90%
476	75.98436191008098	860	unknown	5	12	12	4	750Kb-1.5Mb	65-90%
477	98.44836400817995	4416	unknown	5	12	12	5	>3Mb	>90%
478	96.29554655870444	2868	unknown	5	12	12	6	1.5Mb-3Mb	>90%
479	97.61824324324324	2744	unknown	5	12	12	7	1.5Mb-3Mb	>90%
48	99.40748143917762	4620	unknown	1	6	6	8	>3Mb	>90%
480	96.77262592190269	3948	unknown	5	12	12	8	>3Mb	>90%
481	99.53709826742494	3372	unknown	6	1	1	1	>3Mb	>90%
482	90.99028789455429	3844	unknown	6	1	1	2	>3Mb	>90%
483	96.60462036492055	3108	unknown	6	1	1	3	>3Mb	>90%
484	97.52378469959598	3440	unknown	6	1	1	4	>3Mb	>90%
485	98.20122747453644	3400	unknown	6	1	1	5	>3Mb	>90%
486	98.25877221965241	3304	unknown	6	1	1	6	>3Mb	>90%
487	98.35911861228317	3252	unknown	6	1	1	7	>3Mb	>90%
488	97.3725514816675	3472	unknown	6	1	1	8	>3Mb	>90%
489	99.58911145351823	2956	unknown	6	2	2	1	1.5Mb-3Mb	>90%
49	13.600000000000001	36	unknown	1	7	7	1	0-750Kb	0-25%
490	95.96099491237987	3920	unknown	6	2	2	2	>3Mb	>90%
491	98.03758982863461	3980	unknown	6	2	2	3	>3Mb	>90%
492	97.27088769370042	4212	unknown	6	2	2	4	>3Mb	>90%
493	98.337087977235	3756	unknown	6	2	2	5	>3Mb	>90%
494	98.05414067418302	3896	unknown	6	2	2	6	>3Mb	>90%
495	98.57564158875573	3408	unknown	6	2	2	7	>3Mb	>90%
496	81.07337630143778	1828	unknown	6	2	2	8	1.5Mb-3Mb	65-90%
497	99.69292314627	3776	unknown	6	3	3	1	>3Mb	>90%
498	94.7991825499437	5284	unknown	6	3	3	2	>3Mb	>90%
499	98.41798719697765	4184	unknown	6	3	3	3	>3Mb	>90%
5	99.04791327304386	4024	unknown	1	1	1	5	>3Mb	>90%
50	55.569306930693074	288	unknown	1	7	7	2	0-750Kb	25-65%
500	96.51809786037974	3908	unknown	6	3	3	4	>3Mb	>90%
501	13.767670559311618	412	"trusted NTC"	6	3	3	5	0-750Kb	0-25%
502	97.94851166532582	3932	unknown	6	3	3	6	>3Mb	>90%
503	97.91690348982608	3884	unknown	6	3	3	7	>3Mb	>90%
504	97.83257825370676	4176	unknown	6	3	3	8	>3Mb	>90%
505	99.69048233169977	3408	unknown	6	4	4	1	>3Mb	>90%
506	96.15834380007796	5184	unknown	6	4	4	2	>3Mb	>90%
507	98.16685267857143	3972	unknown	6	4	4	3	>3Mb	>90%
508	97.1986762656758	3832	unknown	6	4	4	4	>3Mb	>90%
509	98.43186830921513	4140	unknown	6	4	4	5	>3Mb	>90%
51	99.133717140995	3996	unknown	1	7	7	3	>3Mb	>90%
510	98.15690263898031	3764	unknown	6	4	4	6	>3Mb	>90%
511	96.64563779042929	4376	unknown	6	4	4	7	>3Mb	>90%
512	92.31747184889213	3772	unknown	6	4	4	8	>3Mb	>90%
513	99.57238413760153	4596	unknown	6	5	5	1	>3Mb	>90%
514	86.58709860755897	4004	unknown	6	5	5	2	>3Mb	65-90%
515	95.51310727386597	4956	unknown	6	5	5	3	>3Mb	>90%
516	96.04531851218469	3520	unknown	6	5	5	4	>3Mb	>90%
517	98.33034696204594	4084	unknown	6	5	5	5	>3Mb	>90%
518	98.08905077742742	4068	unknown	6	5	5	6	>3Mb	>90%
519	97.22281167108753	4028	unknown	6	5	5	7	>3Mb	>90%
52	99.51792336217552	4456	unknown	1	7	7	4	>3Mb	>90%
520	96.4216741157645	3900	unknown	6	5	5	8	>3Mb	>90%
521	99.5700673948408	2764	unknown	6	6	6	1	1.5Mb-3Mb	>90%
522	84.75767484991947	4648	unknown	6	6	6	2	>3Mb	65-90%
523	96.60919759929662	5896	unknown	6	6	6	3	>3Mb	>90%
524	96.37286906057308	3700	unknown	6	6	6	4	>3Mb	>90%
525	99.19354838709677	60	unknown	6	6	6	5	0-750Kb	>90%
526	98.45199677289229	4388	unknown	6	6	6	6	>3Mb	>90%
527	97.9699590350478	4708	unknown	6	6	6	7	>3Mb	>90%
528	95.97199145502017	4680	unknown	6	6	6	8	>3Mb	>90%
529	99.71593791214366	4356	unknown	6	7	7	1	>3Mb	>90%
53	99.32705956574313	4252	unknown	1	7	7	5	>3Mb	>90%
530	88.47312220498311	4932	unknown	6	7	7	2	>3Mb	65-90%
531	97.2550316545403	4588	unknown	6	7	7	3	>3Mb	>90%
532	96.77583286278939	3984	unknown	6	7	7	4	>3Mb	>90%
533	98.20610892635888	4172	unknown	6	7	7	5	>3Mb	>90%
534	98.49972449030707	4316	unknown	6	7	7	6	>3Mb	>90%
535	97.75143090760426	5088	unknown	6	7	7	7	>3Mb	>90%
536	91.36219424828575	4268	unknown	6	7	7	8	>3Mb	>90%
537	19.63562753036437	68	"trusted NTC"	6	8	8	1	0-750Kb	0-25%
538	90.3195631288871	4404	unknown	6	8	8	2	>3Mb	>90%
539	96.99666295884316	3040	unknown	6	8	8	3	>3Mb	>90%
54	99.06053291684415	4600	unknown	1	7	7	6	>3Mb	>90%
540	96.80182187236991	4564	unknown	6	8	8	4	>3Mb	>90%
541	98.00755338207524	4668	unknown	6	8	8	5	>3Mb	>90%
542	98.46066416287805	4496	unknown	6	8	8	6	>3Mb	>90%
543	98.01545175748997	3740	unknown	6	8	8	7	>3Mb	>90%
544	95.65918185860383	3960	unknown	6	8	8	8	>3Mb	>90%
545	99.64258164052455	4296	unknown	6	9	9	1	>3Mb	>90%
546	87.8065834767642	4112	unknown	6	9	9	2	>3Mb	65-90%
547	96.35676566057846	4548	unknown	6	9	9	3	>3Mb	>90%
548	95.89586999275437	4308	unknown	6	9	9	4	>3Mb	>90%
549	97.6722825801711	4292	unknown	6	9	9	5	>3Mb	>90%
55	99.15870982766651	3776	unknown	1	7	7	7	>3Mb	>90%
550	98.20037471649738	4540	unknown	6	9	9	6	>3Mb	>90%
551	97.4728002535122	4156	unknown	6	9	9	7	>3Mb	>90%
552	86.89656970076113	4300	unknown	6	9	9	8	>3Mb	65-90%
553	99.67309089355155	5032	unknown	6	10	10	1	>3Mb	>90%
554	92.98406990843333	5276	unknown	6	10	10	2	>3Mb	>90%
555	95.09153038808884	4604	unknown	6	10	10	3	>3Mb	>90%
556	96.16576819407008	4884	unknown	6	10	10	4	>3Mb	>90%
557	98.50076491585925	4424	unknown	6	10	10	5	>3Mb	>90%
558	98.28926463912846	3936	unknown	6	10	10	6	>3Mb	>90%
559	97.47232777135305	4040	unknown	6	10	10	7	>3Mb	>90%
56	99.00805060379528	4512	unknown	1	7	7	8	>3Mb	>90%
560	88.37925723087456	3988	unknown	6	10	10	8	>3Mb	65-90%
561	99.64066840086416	4976	unknown	6	11	11	1	>3Mb	>90%
562	91.50759021907099	4984	unknown	6	11	11	2	>3Mb	>90%
563	94.7029924073247	4980	unknown	6	11	11	3	>3Mb	>90%
564	96.13669064748201	4688	unknown	6	11	11	4	>3Mb	>90%
565	98.39256711569695	4728	unknown	6	11	11	5	>3Mb	>90%
566	98.40995592948718	4408	unknown	6	11	11	6	>3Mb	>90%
567	95.59160504114155	4240	unknown	6	11	11	7	>3Mb	>90%
568	87.76502430955841	4252	unknown	6	11	11	8	>3Mb	65-90%
569	99.54441913439635	3452	unknown	6	12	12	1	>3Mb	>90%
57	99.60409105905642	4692	unknown	1	8	8	1	>3Mb	>90%
570	90.26834401607195	4704	unknown	6	12	12	2	>3Mb	>90%
571	95.48059566787003	4932	unknown	6	12	12	3	>3Mb	>90%
572	93.68142262580402	4564	unknown	6	12	12	4	>3Mb	>90%
573	97.67894655940974	4292	unknown	6	12	12	5	>3Mb	>90%
574	97.79707442158634	3800	unknown	6	12	12	6	>3Mb	>90%
575	93.03947457512358	3356	unknown	6	12	12	7	>3Mb	>90%
576	90.46052631578947	3604	unknown	6	12	12	8	>3Mb	>90%
577	99.10765073947668	3192	unknown	7	1	1	1	>3Mb	>90%
578	88.35314965130901	3912	unknown	7	1	1	2	>3Mb	65-90%
579	84.97123206137161	3436	unknown	7	1	1	3	>3Mb	65-90%
58	99.09429280397022	4376	unknown	1	8	8	2	>3Mb	>90%
580	91.1297238579841	3932	unknown	7	1	1	4	>3Mb	>90%
581	95.50217367071674	3944	unknown	7	1	1	5	>3Mb	>90%
582	97.97727663969702	3812	unknown	7	1	1	6	>3Mb	>90%
583	97.23204926624737	3384	unknown	7	1	1	7	>3Mb	>90%
584	56.54501748251748	1136	unknown	7	1	1	8	750Kb-1.5Mb	25-65%
585	99.43507495590829	3968	unknown	7	2	2	1	>3Mb	>90%
586	91.5049713109369	5064	unknown	7	2	2	2	>3Mb	>90%
587	89.44124700239809	4664	unknown	7	2	2	3	>3Mb	65-90%
588	89.44038373686615	4884	unknown	7	2	2	4	>3Mb	65-90%
589	96.27092124602912	4680	unknown	7	2	2	5	>3Mb	>90%
59	98.94607018724072	4012	unknown	1	8	8	3	>3Mb	>90%
590	98.34827748938179	5172	unknown	7	2	2	6	>3Mb	>90%
591	98.18114524401206	4060	unknown	7	2	2	7	>3Mb	>90%
592	95.88602886475228	2880	unknown	7	2	2	8	1.5Mb-3Mb	>90%
593	99.53940634595702	4208	unknown	7	3	3	1	>3Mb	>90%
594	86.41415022982487	3868	unknown	7	3	3	2	>3Mb	65-90%
595	87.91464891041161	3724	unknown	7	3	3	3	>3Mb	65-90%
596	86.90626797009776	3884	unknown	7	3	3	4	>3Mb	65-90%
597	97.51056705275293	4056	unknown	7	3	3	5	>3Mb	>90%
598	97.3960880195599	3716	unknown	7	3	3	6	>3Mb	>90%
599	97.64103545624192	4568	unknown	7	3	3	7	>3Mb	>90%
6	99.38633818589025	4836	unknown	1	1	1	6	>3Mb	>90%
60	99.37946157794056	4776	unknown	1	8	8	4	>3Mb	>90%
600	91.6738123820957	3828	unknown	7	3	3	8	>3Mb	>90%
601	99.54886174347585	3184	unknown	7	4	4	1	>3Mb	>90%
602	87.31723814974764	4344	unknown	7	4	4	2	>3Mb	65-90%
603	86.55642686668939	3336	unknown	7	4	4	3	>3Mb	65-90%
604	90.53398058252428	3156	unknown	7	4	4	4	>3Mb	>90%
605	96.00069252077562	3780	unknown	7	4	4	5	>3Mb	>90%
606	96.93025240824291	3580	unknown	7	4	4	6	>3Mb	>90%
607	98.24353012535381	4376	unknown	7	4	4	7	>3Mb	>90%
608	92.718313714755	3340	"bad NTC (p7-p8)"	7	4	4	8	>3Mb	>90%
609	99.6938775510204	4220	unknown	7	5	5	1	>3Mb	>90%
61	99.23678507490813	4768	unknown	1	8	8	5	>3Mb	>90%
610	85.36685109453933	4728	unknown	7	5	5	2	>3Mb	65-90%
611	85.01635583499724	5328	unknown	7	5	5	3	>3Mb	65-90%
612	90.01824495321053	3720	unknown	7	5	5	4	>3Mb	>90%
613	96.57900807381776	4812	unknown	7	5	5	5	>3Mb	>90%
614	98.32942690380992	4792	unknown	7	5	5	6	>3Mb	>90%
615	97.18074485632432	4984	unknown	7	5	5	7	>3Mb	>90%
616	92.4243177412139	4364	unknown	7	5	5	8	>3Mb	>90%
617	99.52864193423169	3884	unknown	7	6	6	1	>3Mb	>90%
618	86.54374264417419	5080	unknown	7	6	6	2	>3Mb	65-90%
619	85.57216858959265	5800	unknown	7	6	6	3	>3Mb	65-90%
62	99.04029837169107	4904	unknown	1	8	8	6	>3Mb	>90%
620	84.99285918309054	3988	unknown	7	6	6	4	>3Mb	65-90%
621	93.51851851851852	56	unknown	7	6	6	5	0-750Kb	>90%
622	97.64063940977559	4296	unknown	7	6	6	6	>3Mb	>90%
623	96.58773625429554	3984	unknown	7	6	6	7	>3Mb	>90%
624	89.44115156646909	4024	unknown	7	6	6	8	>3Mb	65-90%
625	99.37509584419567	2924	unknown	7	7	7	1	1.5Mb-3Mb	>90%
626	84.03438838648263	3832	unknown	7	7	7	2	>3Mb	65-90%
627	87.96812563888115	4768	unknown	7	7	7	3	>3Mb	65-90%
628	82.99403299403299	2612	unknown	7	7	7	4	1.5Mb-3Mb	65-90%
629	92.88048552754435	3852	unknown	7	7	7	5	>3Mb	>90%
63	98.7826546292739	4572	unknown	1	8	8	7	>3Mb	>90%
630	96.84206877426512	3192	unknown	7	7	7	6	>3Mb	>90%
631	92.7645863977026	3192	unknown	7	7	7	7	>3Mb	>90%
632	90.53159478435306	3288	unknown	7	7	7	8	>3Mb	>90%
633	99.67978446181705	4976	unknown	7	8	8	1	>3Mb	>90%
634	90.68625262311917	4912	unknown	7	8	8	2	>3Mb	>90%
635	85.5906716614784	4332	unknown	7	8	8	3	>3Mb	65-90%
636	86.4175898711282	4068	unknown	7	8	8	4	>3Mb	65-90%
637	97.2797363675931	3576	unknown	7	8	8	5	>3Mb	>90%
638	97.17701367106586	3812	unknown	7	8	8	6	>3Mb	>90%
639	93.95050017247326	2592	unknown	7	8	8	7	1.5Mb-3Mb	>90%
64	99.19201067785299	4556	unknown	1	8	8	8	>3Mb	>90%
640	72.87983534751174	4380	unknown	7	8	8	8	>3Mb	65-90%
641	99.38011279914637	4424	unknown	7	9	9	1	>3Mb	>90%
642	85.64151544094237	4764	unknown	7	9	9	2	>3Mb	65-90%
643	85.16325140191813	4292	unknown	7	9	9	3	>3Mb	65-90%
644	75.85224274406332	4312	"bad NTC (p7-p8)"	7	9	9	4	>3Mb	65-90%
645	94.794053704683	3824	unknown	7	9	9	5	>3Mb	>90%
646	98.38859950027528	5388	unknown	7	9	9	6	>3Mb	>90%
647	74.49864942293526	2828	unknown	7	9	9	7	1.5Mb-3Mb	65-90%
648	76.72999392500138	4136	unknown	7	9	9	8	>3Mb	65-90%
649	99.6231733977678	3764	unknown	7	10	10	1	>3Mb	>90%
65	99.1446725317693	4232	unknown	1	9	9	1	>3Mb	>90%
650	86.54847714678556	5336	unknown	7	10	10	2	>3Mb	65-90%
651	72.9940119760479	3512	unknown	7	10	10	3	>3Mb	65-90%
652	74.09190222586372	3332	unknown	7	10	10	4	>3Mb	65-90%
653	92.75644746662243	2748	unknown	7	10	10	5	1.5Mb-3Mb	>90%
654	98.34619920660448	4172	unknown	7	10	10	6	>3Mb	>90%
655	96.55182430862189	3812	unknown	7	10	10	7	>3Mb	>90%
656	87.77611277611278	4064	unknown	7	10	10	8	>3Mb	65-90%
657	99.68561766881538	4144	unknown	7	11	11	1	>3Mb	>90%
658	79.95199735157802	4244	unknown	7	11	11	2	>3Mb	65-90%
659	87.3416149068323	4552	unknown	7	11	11	3	>3Mb	65-90%
66	98.8673765730881	4444	unknown	1	9	9	2	>3Mb	>90%
660	85.40706216120371	4492	unknown	7	11	11	4	>3Mb	65-90%
661	97.12558728818033	4256	unknown	7	11	11	5	>3Mb	>90%
662	97.91721453742176	4212	unknown	7	11	11	6	>3Mb	>90%
663	96.85648935546303	3776	unknown	7	11	11	7	>3Mb	>90%
664	71.14933958244566	4248	unknown	7	11	11	8	>3Mb	65-90%
665	99.73655109607755	3300	unknown	7	12	12	1	>3Mb	>90%
666	81.43746311101572	4276	unknown	7	12	12	2	>3Mb	65-90%
667	81.12253691043833	4024	unknown	7	12	12	3	>3Mb	65-90%
668	82.67929634641408	2024	unknown	7	12	12	4	1.5Mb-3Mb	65-90%
669	84.29193899782135	3668	unknown	7	12	12	5	>3Mb	65-90%
67	99.22456813819578	2872	unknown	1	9	9	3	1.5Mb-3Mb	>90%
670	78.93999090771328	3036	unknown	7	12	12	6	>3Mb	65-90%
671	46.043641172581005	1152	unknown	7	12	12	7	750Kb-1.5Mb	25-65%
672	2.5841346153846154	2072	unknown	7	12	12	8	1.5Mb-3Mb	0-25%
673	99.58485552972435	3348	unknown	8	1	1	1	>3Mb	>90%
674	88.77866763742264	3676	unknown	8	1	1	2	>3Mb	65-90%
675	91.60751028806584	4348	unknown	8	1	1	3	>3Mb	>90%
676	96.37965237105611	4660	unknown	8	1	1	4	>3Mb	>90%
677	97.5030303030303	4488	unknown	8	1	1	5	>3Mb	>90%
678	97.9110693175712	4836	unknown	8	1	1	6	>3Mb	>90%
679	96.57387580299786	4776	unknown	8	1	1	7	>3Mb	>90%
68	99.27639383155397	3732	unknown	1	9	9	4	>3Mb	>90%
680	74.73046198536395	4060	"bad NTC (p7-p8)"	8	1	1	8	>3Mb	65-90%
681	99.63448660714286	3896	unknown	8	2	2	1	>3Mb	>90%
682	85.91782637508284	3768	unknown	8	2	2	2	>3Mb	65-90%
683	93.11254814321715	4672	unknown	8	2	2	3	>3Mb	>90%
684	90.90195850525949	3884	unknown	8	2	2	4	>3Mb	>90%
685	97.40393231774814	4192	unknown	8	2	2	5	>3Mb	>90%
686	96.85126767145694	3848	unknown	8	2	2	6	>3Mb	>90%
687	92.36956120943954	4656	unknown	8	2	2	7	>3Mb	>90%
688	91.2023016353725	2140	unknown	8	2	2	8	1.5Mb-3Mb	>90%
689	99.76126674786845	4416	unknown	8	3	3	1	>3Mb	>90%
69	98.89288977266621	4180	unknown	1	9	9	5	>3Mb	>90%
690	85.95248020008337	4284	unknown	8	3	3	2	>3Mb	65-90%
691	94.46917037555633	4432	unknown	8	3	3	3	>3Mb	>90%
692	95.6553713865475	3920	unknown	8	3	3	4	>3Mb	>90%
693	97.66212472437384	3900	unknown	8	3	3	5	>3Mb	>90%
694	98.07370184254607	4592	unknown	8	3	3	6	>3Mb	>90%
695	93.03936442031299	5496	unknown	8	3	3	7	>3Mb	>90%
696	83.88260841796001	3464	unknown	8	3	3	8	>3Mb	65-90%
697	99.88999317198999	2864	unknown	8	4	4	1	1.5Mb-3Mb	>90%
698	83.59714285714286	3980	unknown	8	4	4	2	>3Mb	65-90%
699	93.2800887945179	4632	unknown	8	4	4	3	>3Mb	>90%
7	99.30715414127737	4800	unknown	1	1	1	7	>3Mb	>90%
70	99.1742958517675	5136	unknown	1	9	9	6	>3Mb	>90%
700	91.5798213467705	3888	unknown	8	4	4	4	>3Mb	>90%
701	97.20762155059133	4052	unknown	8	4	4	5	>3Mb	>90%
702	98.06731089636787	3996	unknown	8	4	4	6	>3Mb	>90%
703	96.13990941117262	4396	unknown	8	4	4	7	>3Mb	>90%
704	2.6332691072575463	1180	unknown	8	4	4	8	750Kb-1.5Mb	0-25%
705	99.7563946406821	3976	unknown	8	5	5	1	>3Mb	>90%
706	88.4610924272295	3928	unknown	8	5	5	2	>3Mb	65-90%
707	91.18875807064185	4748	unknown	8	5	5	3	>3Mb	>90%
708	96.23999597322192	4328	unknown	8	5	5	4	>3Mb	>90%
709	98.24499577107414	4788	unknown	8	5	5	5	>3Mb	>90%
71	98.96762940126563	5412	unknown	1	9	9	7	>3Mb	>90%
710	98.6531007751938	4560	unknown	8	5	5	6	>3Mb	>90%
711	97.61507052709726	4620	unknown	8	5	5	7	>3Mb	>90%
712	91.93614038261498	4816	unknown	8	5	5	8	>3Mb	>90%
713	99.62285714285714	3756	unknown	8	6	6	1	>3Mb	>90%
714	90.52072949041225	3864	unknown	8	6	6	2	>3Mb	>90%
715	87.8349305691375	5876	unknown	8	6	6	3	>3Mb	65-90%
716	96.85809494958238	5136	unknown	8	6	6	4	>3Mb	>90%
717	94.8692152917505	120	unknown	8	6	6	5	0-750Kb	>90%
718	98.7044084320349	5184	unknown	8	6	6	6	>3Mb	>90%
719	97.99068430702145	4396	unknown	8	6	6	7	>3Mb	>90%
72	3.628230616302187	256	"trusted NTC"	1	9	9	8	0-750Kb	0-25%
720	94.70797596125794	3804	unknown	8	6	6	8	>3Mb	>90%
721	99.63585434173669	3880	unknown	8	7	7	1	>3Mb	>90%
722	84.59191895936456	3964	unknown	8	7	7	2	>3Mb	65-90%
723	89.82197111028198	4160	unknown	8	7	7	3	>3Mb	65-90%
724	95.36252585952123	4552	unknown	8	7	7	4	>3Mb	>90%
725	98.24527155995142	5164	unknown	8	7	7	5	>3Mb	>90%
726	98.39174161534713	4880	unknown	8	7	7	6	>3Mb	>90%
727	98.1174738391965	4176	unknown	8	7	7	7	>3Mb	>90%
728	79.43402921521083	3692	unknown	8	7	7	8	>3Mb	65-90%
729	99.65199354690021	4748	unknown	8	8	8	1	>3Mb	>90%
73	99.46266444320919	4752	unknown	1	10	10	1	>3Mb	>90%
730	90.01494152197435	4360	unknown	8	8	8	2	>3Mb	>90%
731	90.0414523298207	4592	unknown	8	8	8	3	>3Mb	>90%
732	95.37951167728238	4264	unknown	8	8	8	4	>3Mb	>90%
733	97.94728713068606	4492	unknown	8	8	8	5	>3Mb	>90%
734	98.121387283237	4860	unknown	8	8	8	6	>3Mb	>90%
735	97.92808966956184	4524	unknown	8	8	8	7	>3Mb	>90%
736	93.18606884698984	4456	unknown	8	8	8	8	>3Mb	>90%
737	99.75707272635255	4336	unknown	8	9	9	1	>3Mb	>90%
738	87.18969797269342	4292	unknown	8	9	9	2	>3Mb	65-90%
739	91.96686746987952	3744	unknown	8	9	9	3	>3Mb	>90%
74	99.21740994854203	5016	unknown	1	10	10	2	>3Mb	>90%
740	52.60122144311242	1120	unknown	8	9	9	4	750Kb-1.5Mb	25-65%
741	96.92953020134229	4028	unknown	8	9	9	5	>3Mb	>90%
742	98.48279599024654	4988	unknown	8	9	9	6	>3Mb	>90%
743	97.94282660967139	4936	unknown	8	9	9	7	>3Mb	>90%
744	91.16198517075283	4120	unknown	8	9	9	8	>3Mb	>90%
745	99.64706506740261	4092	unknown	8	10	10	1	>3Mb	>90%
746	88.79428310779991	4400	unknown	8	10	10	2	>3Mb	65-90%
747	88.68470844561665	3940	unknown	8	10	10	3	>3Mb	65-90%
748	94.7652703556858	3808	unknown	8	10	10	4	>3Mb	>90%
749	97.62226060671489	4180	unknown	8	10	10	5	>3Mb	>90%
75	98.97386909897695	3608	unknown	1	10	10	3	>3Mb	>90%
750	98.43973977285258	4040	unknown	8	10	10	6	>3Mb	>90%
751	98.26632340052586	4064	unknown	8	10	10	7	>3Mb	>90%
752	86.32269686052496	4408	unknown	8	10	10	8	>3Mb	65-90%
753	99.73812196034419	3516	unknown	8	11	11	1	>3Mb	>90%
754	88.45850633310559	4324	unknown	8	11	11	2	>3Mb	65-90%
755	91.84947781400233	4060	unknown	8	11	11	3	>3Mb	>90%
756	93.9664924850509	4132	unknown	8	11	11	4	>3Mb	>90%
757	97.70151497629236	3892	unknown	8	11	11	5	>3Mb	>90%
758	98.11689025731252	4048	unknown	8	11	11	6	>3Mb	>90%
759	97.81609918811756	3524	unknown	8	11	11	7	>3Mb	>90%
76	99.20941235059762	3532	unknown	1	10	10	4	>3Mb	>90%
760	90.64850409493566	3912	unknown	8	11	11	8	>3Mb	>90%
761	99.38294010889292	3116	unknown	8	12	12	1	>3Mb	>90%
762	86.97008201455469	3908	unknown	8	12	12	2	>3Mb	65-90%
763	38.296875	796	unknown	8	12	12	3	750Kb-1.5Mb	25-65%
764	76.75412560845305	1988	unknown	8	12	12	4	1.5Mb-3Mb	65-90%
765	96.12887112887113	1784	unknown	8	12	12	5	1.5Mb-3Mb	>90%
766	62.9021879021879	1128	unknown	8	12	12	6	750Kb-1.5Mb	25-65%
767	97.3719872229213	2344	"bad NTC (p7-p8)"	8	12	12	7	1.5Mb-3Mb	>90%
768	90.08893114827451	3996	"bad NTC (p7-p8)"	8	12	12	8	>3Mb	>90%
77	99.03196242410355	4004	unknown	1	10	10	5	>3Mb	>90%
78	99.20131175288269	4272	unknown	1	10	10	6	>3Mb	>90%
79	99.13646800439253	4472	unknown	1	10	10	7	>3Mb	>90%
8	98.97808734556916	4328	unknown	1	1	1	8	>3Mb	>90%
80	99.14363953198905	4476	unknown	1	10	10	8	>3Mb	>90%
81	99.36837815810921	4464	unknown	1	11	11	1	>3Mb	>90%
82	99.20671012076197	4416	unknown	1	11	11	2	>3Mb	>90%
83	99.64345980077296	4028	unknown	1	11	11	3	>3Mb	>90%
84	99.23823094207268	4056	unknown	1	11	11	4	>3Mb	>90%
85	99.09033380794178	4288	unknown	1	11	11	5	>3Mb	>90%
86	99.35128759583252	4528	unknown	1	11	11	6	>3Mb	>90%
87	99.19316438283688	4144	unknown	1	11	11	7	>3Mb	>90%
88	99.25982333231799	3564	unknown	1	11	11	8	>3Mb	>90%
89	99.10905898419718	3548	unknown	1	12	12	1	>3Mb	>90%
9	99.20952153680945	3748	unknown	1	2	2	1	>3Mb	>90%
90	74.31274017144545	856	unknown	1	12	12	2	750Kb-1.5Mb	65-90%
91	48.18535320803629	1144	unknown	1	12	12	3	750Kb-1.5Mb	25-65%
92	93.18895390323961	3224	unknown	1	12	12	4	>3Mb	>90%
93	98.76224689745264	3412	unknown	1	12	12	5	>3Mb	>90%
94	98.73112252841352	2864	unknown	1	12	12	6	1.5Mb-3Mb	>90%
95	75.01378359751895	3492	unknown	1	12	12	7	>3Mb	65-90%
96	98.69580195875781	4476	unknown	1	12	12	8	>3Mb	>90%
97	99.77094635322483	3656	unknown	2	1	1	1	>3Mb	>90%
98	96.6244225986024	3764	unknown	2	1	1	2	>3Mb	>90%
99	98.91777933942375	3156	unknown	2	1	1	3	>3Mb	>90%
