size	name
3988	_S560_L001_R1_001.fastq.gz
3988	_S620_L001_R1_001.fastq.gz
3992	_S224_L001_R1_001.fastq.gz
3992	_S560_L001_R2_001.fastq.gz
3996	_S107_L001_R2_001.fastq.gz
3996	_S149_L001_R2_001.fastq.gz
3996	_S466_L001_R2_001.fastq.gz
3996	_S51_L001_R2_001.fastq.gz
3996	_S702_L001_R1_001.fastq.gz
3996	_S714_L001_R1_001.fastq.gz
3996	_S768_L001_R2_001.fastq.gz
4004	_S324_L001_R1_001.fastq.gz
4004	_S432_L001_R1_001.fastq.gz
4004	_S445_L001_R1_001.fastq.gz
4004	_S514_L001_R1_001.fastq.gz
4004	_S77_L001_R1_001.fastq.gz
4008	_S255_L001_R1_001.fastq.gz
4008	_S363_L001_R2_001.fastq.gz
4008	_S398_L001_R1_001.fastq.gz
4008	_S406_L001_R2_001.fastq.gz
4008	_S44_L001_R1_001.fastq.gz
4012	_S224_L001_R2_001.fastq.gz
4012	_S59_L001_R1_001.fastq.gz
4016	_S107_L001_R1_001.fastq.gz
4016	_S257_L001_R2_001.fastq.gz
4016	_S706_L001_R2_001.fastq.gz
4020	_S507_L001_R1_001.fastq.gz
4020	_S620_L001_R2_001.fastq.gz
4020	_S757_L001_R2_001.fastq.gz
4024	_S5_L001_R1_001.fastq.gz
4024	_S624_L001_R2_001.fastq.gz
4024	_S667_L001_R2_001.fastq.gz
4028	_S519_L001_R2_001.fastq.gz
4028	_S580_L001_R2_001.fastq.gz
4028	_S667_L001_R1_001.fastq.gz
4028	_S741_L001_R1_001.fastq.gz
4028	_S83_L001_R2_001.fastq.gz
4032	_S139_L001_R1_001.fastq.gz
4032	_S139_L001_R2_001.fastq.gz
4032	_S364_L001_R2_001.fastq.gz
4032	_S38_L001_R1_001.fastq.gz
4032	_S585_L001_R1_001.fastq.gz
4032	_S747_L001_R2_001.fastq.gz
4036	_S162_L001_R1_001.fastq.gz
4036	_S445_L001_R2_001.fastq.gz
4036	_S693_L001_R2_001.fastq.gz
4040	_S371_L001_R2_001.fastq.gz
4040	_S425_L001_R1_001.fastq.gz
4040	_S494_L001_R2_001.fastq.gz
4040	_S559_L001_R1_001.fastq.gz
4040	_S59_L001_R2_001.fastq.gz
4040	_S698_L001_R2_001.fastq.gz
4040	_S750_L001_R1_001.fastq.gz
4044	_S624_L001_R1_001.fastq.gz
4044	_S705_L001_R2_001.fastq.gz
4048	_S457_L001_R1_001.fastq.gz
4048	_S468_L001_R2_001.fastq.gz
4048	_S544_L001_R1_001.fastq.gz
4048	_S558_L001_R2_001.fastq.gz
4048	_S758_L001_R1_001.fastq.gz
4052	_S21_L001_R1_001.fastq.gz
4052	_S437_L001_R2_001.fastq.gz
4052	_S44_L001_R2_001.fastq.gz
4052	_S520_L001_R1_001.fastq.gz
4052	_S701_L001_R1_001.fastq.gz
4052	_S760_L001_R1_001.fastq.gz
4056	_S182_L001_R1_001.fastq.gz
4056	_S597_L001_R1_001.fastq.gz
4056	_S84_L001_R2_001.fastq.gz
4060	_S198_L001_R2_001.fastq.gz
4060	_S406_L001_R1_001.fastq.gz
4060	_S581_L001_R2_001.fastq.gz
4060	_S591_L001_R2_001.fastq.gz
4060	_S680_L001_R2_001.fastq.gz
4060	_S755_L001_R2_001.fastq.gz
4060	_S84_L001_R1_001.fastq.gz
4064	_S102_L001_R2_001.fastq.gz
4064	_S437_L001_R1_001.fastq.gz
4064	_S480_L001_R1_001.fastq.gz
4064	_S656_L001_R1_001.fastq.gz
4064	_S751_L001_R1_001.fastq.gz
4068	_S361_L001_R2_001.fastq.gz
4068	_S518_L001_R1_001.fastq.gz
4068	_S636_L001_R2_001.fastq.gz
4072	_S468_L001_R1_001.fastq.gz
4072	_S656_L001_R2_001.fastq.gz
4076	_S253_L001_R1_001.fastq.gz
4076	_S291_L001_R1_001.fastq.gz
4076	_S325_L001_R2_001.fastq.gz
4076	_S768_L001_R1_001.fastq.gz
4080	_S101_L001_R2_001.fastq.gz
4080	_S130_L001_R2_001.fastq.gz
4080	_S83_L001_R1_001.fastq.gz
4084	_S40_L001_R2_001.fastq.gz
4084	_S514_L001_R2_001.fastq.gz
4084	_S517_L001_R1_001.fastq.gz
4088	_S13_L001_R1_001.fastq.gz
4088	_S184_L001_R1_001.fastq.gz
4088	_S435_L001_R2_001.fastq.gz
4088	_S755_L001_R1_001.fastq.gz
4092	_S745_L001_R2_001.fastq.gz
4096	_S137_L001_R2_001.fastq.gz
4096	_S636_L001_R1_001.fastq.gz
4100	_S116_L001_R1_001.fastq.gz
4100	_S51_L001_R1_001.fastq.gz
4100	_S702_L001_R2_001.fastq.gz
4104	_S116_L001_R2_001.fastq.gz
4104	_S371_L001_R1_001.fastq.gz
4108	_S390_L001_R2_001.fastq.gz
4112	_S546_L001_R2_001.fastq.gz
4116	_S171_L001_R1_001.fastq.gz
4120	_S138_L001_R1_001.fastq.gz
4120	_S744_L001_R2_001.fastq.gz
4124	_S352_L001_R2_001.fastq.gz
4124	_S5_L001_R2_001.fastq.gz
4128	_S198_L001_R1_001.fastq.gz
4128	_S253_L001_R2_001.fastq.gz
4128	_S291_L001_R2_001.fastq.gz
4128	_S559_L001_R2_001.fastq.gz
4132	_S623_L001_R1_001.fastq.gz
4132	_S756_L001_R1_001.fastq.gz
4136	_S376_L001_R1_001.fastq.gz
4136	_S648_L001_R2_001.fastq.gz
4140	_S274_L001_R1_001.fastq.gz
4140	_S364_L001_R1_001.fastq.gz
4140	_S398_L001_R2_001.fastq.gz
4140	_S509_L001_R1_001.fastq.gz
4144	_S657_L001_R1_001.fastq.gz
4144	_S87_L001_R2_001.fastq.gz
4148	_S13_L001_R2_001.fastq.gz
4148	_S25_L001_R1_001.fastq.gz
4148	_S756_L001_R2_001.fastq.gz
4152	_S102_L001_R1_001.fastq.gz
4152	_S701_L001_R2_001.fastq.gz
4156	_S38_L001_R2_001.fastq.gz
4156	_S551_L001_R2_001.fastq.gz
4156	_S680_L001_R1_001.fastq.gz
4156	_S77_L001_R2_001.fastq.gz
4160	_S361_L001_R1_001.fastq.gz
4160	_S723_L001_R2_001.fastq.gz
4160	_S750_L001_R2_001.fastq.gz
4164	_S314_L001_R1_001.fastq.gz
4164	_S519_L001_R1_001.fastq.gz
4164	_S744_L001_R1_001.fastq.gz
4172	_S533_L001_R1_001.fastq.gz
4172	_S648_L001_R1_001.fastq.gz
4172	_S654_L001_R1_001.fastq.gz
4172	_S745_L001_R1_001.fastq.gz
4176	_S118_L001_R2_001.fastq.gz
4176	_S120_L001_R2_001.fastq.gz
4176	_S28_L001_R2_001.fastq.gz
4176	_S46_L001_R1_001.fastq.gz
4176	_S504_L001_R2_001.fastq.gz
4176	_S727_L001_R1_001.fastq.gz
4176	_S727_L001_R2_001.fastq.gz
4176	_S751_L001_R2_001.fastq.gz
4180	_S180_L001_R2_001.fastq.gz
4180	_S273_L001_R1_001.fastq.gz
4180	_S69_L001_R1_001.fastq.gz
4180	_S749_L001_R1_001.fastq.gz
4184	_S148_L001_R2_001.fastq.gz
4184	_S21_L001_R2_001.fastq.gz
4184	_S277_L001_R1_001.fastq.gz
4184	_S499_L001_R2_001.fastq.gz
4188	_S174_L001_R1_001.fastq.gz
4188	_S177_L001_R1_001.fastq.gz
4188	_S182_L001_R2_001.fastq.gz
4188	_S551_L001_R1_001.fastq.gz
4188	_S591_L001_R1_001.fastq.gz
4192	_S180_L001_R1_001.fastq.gz
4192	_S685_L001_R1_001.fastq.gz
4196	_S156_L001_R2_001.fastq.gz
4200	_S148_L001_R1_001.fastq.gz
4204	_S137_L001_R1_001.fastq.gz
4204	_S290_L001_R2_001.fastq.gz
4204	_S352_L001_R1_001.fastq.gz
4204	_S597_L001_R2_001.fastq.gz
4208	_S171_L001_R2_001.fastq.gz
4208	_S388_L001_R1_001.fastq.gz
4208	_S390_L001_R1_001.fastq.gz
4208	_S499_L001_R1_001.fastq.gz
4208	_S518_L001_R2_001.fastq.gz
4208	_S593_L001_R2_001.fastq.gz
4212	_S314_L001_R2_001.fastq.gz
4212	_S435_L001_R1_001.fastq.gz
4212	_S492_L001_R1_001.fastq.gz
4212	_S533_L001_R2_001.fastq.gz
4212	_S546_L001_R1_001.fastq.gz
4212	_S662_L001_R1_001.fastq.gz
4220	_S118_L001_R1_001.fastq.gz
4220	_S274_L001_R2_001.fastq.gz
4220	_S609_L001_R1_001.fastq.gz
4220	_S723_L001_R1_001.fastq.gz
4220	_S758_L001_R2_001.fastq.gz
4224	_S20_L001_R1_001.fastq.gz
4224	_S87_L001_R1_001.fastq.gz
4232	_S357_L001_R2_001.fastq.gz
4232	_S367_L001_R1_001.fastq.gz
4232	_S3_L001_R1_001.fastq.gz
4232	_S415_L001_R2_001.fastq.gz
4232	_S517_L001_R2_001.fastq.gz
4232	_S65_L001_R1_001.fastq.gz
4240	_S28_L001_R1_001.fastq.gz
4240	_S40_L001_R1_001.fastq.gz
4240	_S509_L001_R2_001.fastq.gz
4240	_S567_L001_R2_001.fastq.gz
4240	_S657_L001_R2_001.fastq.gz
4244	_S124_L001_R2_001.fastq.gz
4244	_S156_L001_R1_001.fastq.gz
4244	_S264_L001_R2_001.fastq.gz
4244	_S658_L001_R1_001.fastq.gz
4244	_S685_L001_R2_001.fastq.gz
4248	_S20_L001_R2_001.fastq.gz
4248	_S31_L001_R1_001.fastq.gz
4248	_S388_L001_R2_001.fastq.gz
4248	_S492_L001_R2_001.fastq.gz
4248	_S664_L001_R2_001.fastq.gz
4252	_S53_L001_R1_001.fastq.gz
4252	_S568_L001_R2_001.fastq.gz
4256	_S168_L001_R2_001.fastq.gz
4256	_S25_L001_R2_001.fastq.gz
4256	_S295_L001_R2_001.fastq.gz
4256	_S65_L001_R2_001.fastq.gz
4256	_S661_L001_R1_001.fastq.gz
4260	_S273_L001_R2_001.fastq.gz
4260	_S645_L001_R2_001.fastq.gz
4264	_S177_L001_R2_001.fastq.gz
4264	_S415_L001_R1_001.fastq.gz
4264	_S732_L001_R2_001.fastq.gz
4268	_S46_L001_R2_001.fastq.gz
4268	_S536_L001_R2_001.fastq.gz
4272	_S348_L001_R2_001.fastq.gz
4272	_S410_L001_R1_001.fastq.gz
4272	_S654_L001_R2_001.fastq.gz
4272	_S78_L001_R1_001.fastq.gz
4276	_S666_L001_R1_001.fastq.gz
4280	_S31_L001_R2_001.fastq.gz
4280	_S504_L001_R1_001.fastq.gz
4284	_S120_L001_R1_001.fastq.gz
4284	_S144_L001_R2_001.fastq.gz
4284	_S410_L001_R2_001.fastq.gz
4284	_S53_L001_R2_001.fastq.gz
4284	_S690_L001_R2_001.fastq.gz
4288	_S205_L001_R1_001.fastq.gz
4288	_S85_L001_R1_001.fastq.gz
4292	_S205_L001_R2_001.fastq.gz
4292	_S218_L001_R1_001.fastq.gz
4292	_S271_L001_R1_001.fastq.gz
4292	_S549_L001_R1_001.fastq.gz
4292	_S573_L001_R1_001.fastq.gz
4292	_S643_L001_R1_001.fastq.gz
4292	_S643_L001_R2_001.fastq.gz
4292	_S738_L001_R2_001.fastq.gz
4296	_S174_L001_R2_001.fastq.gz
4296	_S220_L001_R2_001.fastq.gz
4296	_S258_L001_R2_001.fastq.gz
4296	_S290_L001_R1_001.fastq.gz
4296	_S3_L001_R2_001.fastq.gz
4296	_S545_L001_R1_001.fastq.gz
4296	_S622_L001_R1_001.fastq.gz
4300	_S103_L001_R2_001.fastq.gz
4300	_S277_L001_R2_001.fastq.gz
4300	_S348_L001_R1_001.fastq.gz
4300	_S552_L001_R2_001.fastq.gz
4304	_S144_L001_R1_001.fastq.gz
4304	_S609_L001_R2_001.fastq.gz
4308	_S548_L001_R2_001.fastq.gz
4308	_S732_L001_R1_001.fastq.gz
4312	_S4_L001_R1_001.fastq.gz
4312	_S644_L001_R2_001.fastq.gz
4316	_S117_L001_R1_001.fastq.gz
4316	_S264_L001_R1_001.fastq.gz
4316	_S407_L001_R1_001.fastq.gz
4316	_S534_L001_R2_001.fastq.gz
4316	_S593_L001_R1_001.fastq.gz
4320	_S124_L001_R1_001.fastq.gz
4320	_S344_L001_R2_001.fastq.gz
4320	_S355_L001_R2_001.fastq.gz
4324	_S252_L001_R2_001.fastq.gz
4324	_S545_L001_R2_001.fastq.gz
4324	_S754_L001_R1_001.fastq.gz
4328	_S168_L001_R1_001.fastq.gz
4328	_S295_L001_R1_001.fastq.gz
4328	_S367_L001_R2_001.fastq.gz
4328	_S567_L001_R1_001.fastq.gz
4328	_S708_L001_R2_001.fastq.gz
4328	_S8_L001_R2_001.fastq.gz
4332	_S635_L001_R1_001.fastq.gz
4336	_S293_L001_R1_001.fastq.gz
4336	_S737_L001_R1_001.fastq.gz
4340	_S666_L001_R2_001.fastq.gz
4344	_S424_L001_R2_001.fastq.gz
4344	_S548_L001_R1_001.fastq.gz
4344	_S602_L001_R1_001.fastq.gz
4348	_S407_L001_R2_001.fastq.gz
4348	_S644_L001_R1_001.fastq.gz
4348	_S675_L001_R1_001.fastq.gz
4348	_S749_L001_R2_001.fastq.gz
4352	_S355_L001_R1_001.fastq.gz
4352	_S658_L001_R2_001.fastq.gz
4356	_S218_L001_R2_001.fastq.gz
4356	_S373_L001_R1_001.fastq.gz
4356	_S529_L001_R1_001.fastq.gz
4356	_S690_L001_R1_001.fastq.gz
4360	_S146_L001_R2_001.fastq.gz
4360	_S220_L001_R1_001.fastq.gz
4360	_S529_L001_R2_001.fastq.gz
4360	_S552_L001_R1_001.fastq.gz
4360	_S730_L001_R2_001.fastq.gz
4364	_S616_L001_R2_001.fastq.gz
4368	_S103_L001_R1_001.fastq.gz
4368	_S221_L001_R1_001.fastq.gz
4368	_S252_L001_R1_001.fastq.gz
4368	_S331_L001_R1_001.fastq.gz
4372	_S159_L001_R2_001.fastq.gz
4372	_S250_L001_R2_001.fastq.gz
4376	_S331_L001_R2_001.fastq.gz
4376	_S511_L001_R1_001.fastq.gz
4376	_S58_L001_R2_001.fastq.gz
4376	_S607_L001_R1_001.fastq.gz
4376	_S661_L001_R2_001.fastq.gz
4376	_S662_L001_R2_001.fastq.gz
4380	_S125_L001_R1_001.fastq.gz
4380	_S265_L001_R2_001.fastq.gz
4380	_S41_L001_R2_001.fastq.gz
4380	_S511_L001_R2_001.fastq.gz
4380	_S640_L001_R2_001.fastq.gz
4384	_S271_L001_R2_001.fastq.gz
4384	_S464_L001_R2_001.fastq.gz
4384	_S573_L001_R2_001.fastq.gz
4384	_S635_L001_R2_001.fastq.gz
4384	_S664_L001_R1_001.fastq.gz
4388	_S127_L001_R2_001.fastq.gz
4388	_S145_L001_R1_001.fastq.gz
4388	_S154_L001_R2_001.fastq.gz
4388	_S336_L001_R2_001.fastq.gz
4388	_S469_L001_R1_001.fastq.gz
4388	_S526_L001_R1_001.fastq.gz
4388	_S622_L001_R2_001.fastq.gz
4388	_S737_L001_R2_001.fastq.gz
4388	_S738_L001_R1_001.fastq.gz
4392	_S127_L001_R1_001.fastq.gz
4392	_S146_L001_R1_001.fastq.gz
4392	_S536_L001_R1_001.fastq.gz
4396	_S703_L001_R1_001.fastq.gz
4396	_S719_L001_R2_001.fastq.gz
4396	_S78_L001_R2_001.fastq.gz
4400	_S534_L001_R1_001.fastq.gz
4400	_S746_L001_R2_001.fastq.gz
4404	_S145_L001_R2_001.fastq.gz
4404	_S243_L001_R2_001.fastq.gz
4404	_S396_L001_R1_001.fastq.gz
4404	_S538_L001_R2_001.fastq.gz
4408	_S336_L001_R1_001.fastq.gz
4408	_S566_L001_R1_001.fastq.gz
4408	_S607_L001_R2_001.fastq.gz
4408	_S752_L001_R1_001.fastq.gz
4412	_S675_L001_R2_001.fastq.gz
4412	_S703_L001_R2_001.fastq.gz
4416	_S258_L001_R1_001.fastq.gz
4416	_S396_L001_R2_001.fastq.gz
4416	_S477_L001_R1_001.fastq.gz
4416	_S602_L001_R2_001.fastq.gz
4416	_S689_L001_R2_001.fastq.gz
4416	_S82_L001_R1_001.fastq.gz
4416	_S85_L001_R2_001.fastq.gz
4420	_S223_L001_R1_001.fastq.gz
4420	_S321_L001_R1_001.fastq.gz
4420	_S4_L001_R2_001.fastq.gz
4420	_S752_L001_R2_001.fastq.gz
4424	_S223_L001_R2_001.fastq.gz
4424	_S272_L001_R1_001.fastq.gz
4424	_S272_L001_R2_001.fastq.gz
4424	_S557_L001_R1_001.fastq.gz
4424	_S641_L001_R1_001.fastq.gz
4428	_S330_L001_R2_001.fastq.gz
4428	_S368_L001_R2_001.fastq.gz
4428	_S464_L001_R1_001.fastq.gz
4432	_S391_L001_R2_001.fastq.gz
4432	_S568_L001_R1_001.fastq.gz
4432	_S691_L001_R2_001.fastq.gz
4436	_S110_L001_R1_001.fastq.gz
4436	_S368_L001_R1_001.fastq.gz
4440	_S143_L001_R2_001.fastq.gz
4440	_S259_L001_R2_001.fastq.gz
4440	_S640_L001_R1_001.fastq.gz
4444	_S313_L001_R1_001.fastq.gz
4444	_S386_L001_R2_001.fastq.gz
4444	_S66_L001_R2_001.fastq.gz
4448	_S216_L001_R2_001.fastq.gz
4448	_S22_L001_R2_001.fastq.gz
4452	_S173_L001_R1_001.fastq.gz
4452	_S344_L001_R1_001.fastq.gz
4452	_S691_L001_R1_001.fastq.gz
4452	_S754_L001_R2_001.fastq.gz
4456	_S117_L001_R2_001.fastq.gz
4456	_S29_L001_R1_001.fastq.gz
4456	_S353_L001_R1_001.fastq.gz
4456	_S52_L001_R1_001.fastq.gz
4456	_S730_L001_R1_001.fastq.gz
4456	_S736_L001_R2_001.fastq.gz
4460	_S260_L001_R2_001.fastq.gz
4464	_S159_L001_R1_001.fastq.gz
4464	_S265_L001_R1_001.fastq.gz
4464	_S372_L001_R2_001.fastq.gz
4464	_S421_L001_R1_001.fastq.gz
4464	_S641_L001_R2_001.fastq.gz
4464	_S81_L001_R1_001.fastq.gz
4468	_S22_L001_R1_001.fastq.gz
4468	_S293_L001_R2_001.fastq.gz
4468	_S372_L001_R1_001.fastq.gz
4468	_S373_L001_R2_001.fastq.gz
4468	_S469_L001_R2_001.fastq.gz
4468	_S746_L001_R1_001.fastq.gz
4472	_S741_L001_R2_001.fastq.gz
4472	_S79_L001_R1_001.fastq.gz
4476	_S125_L001_R2_001.fastq.gz
4476	_S259_L001_R1_001.fastq.gz
4476	_S405_L001_R1_001.fastq.gz
4476	_S408_L001_R2_001.fastq.gz
4476	_S58_L001_R1_001.fastq.gz
4476	_S80_L001_R2_001.fastq.gz
4476	_S96_L001_R2_001.fastq.gz
4480	_S8_L001_R1_001.fastq.gz
4484	_S221_L001_R2_001.fastq.gz
4484	_S477_L001_R2_001.fastq.gz
4484	_S80_L001_R1_001.fastq.gz
4488	_S321_L001_R2_001.fastq.gz
4488	_S353_L001_R2_001.fastq.gz
4488	_S354_L001_R2_001.fastq.gz
4488	_S52_L001_R2_001.fastq.gz
4488	_S677_L001_R1_001.fastq.gz
4492	_S119_L001_R1_001.fastq.gz
4492	_S41_L001_R1_001.fastq.gz
4492	_S660_L001_R1_001.fastq.gz
4492	_S733_L001_R1_001.fastq.gz
4496	_S157_L001_R1_001.fastq.gz
4496	_S413_L001_R1_001.fastq.gz
4496	_S542_L001_R1_001.fastq.gz
4496	_S542_L001_R2_001.fastq.gz
4496	_S82_L001_R2_001.fastq.gz
4500	_S250_L001_R1_001.fastq.gz
4500	_S294_L001_R2_001.fastq.gz
4504	_S260_L001_R1_001.fastq.gz
4504	_S310_L001_R2_001.fastq.gz
4504	_S526_L001_R2_001.fastq.gz
4504	_S538_L001_R1_001.fastq.gz
4508	_S243_L001_R1_001.fastq.gz
4508	_S267_L001_R1_001.fastq.gz
4512	_S150_L001_R2_001.fastq.gz
4512	_S154_L001_R1_001.fastq.gz
4512	_S56_L001_R2_001.fastq.gz
4516	_S689_L001_R1_001.fastq.gz
4520	_S236_L001_R1_001.fastq.gz
4520	_S23_L001_R1_001.fastq.gz
4520	_S245_L001_R1_001.fastq.gz
4520	_S616_L001_R1_001.fastq.gz
4520	_S660_L001_R2_001.fastq.gz
4524	_S151_L001_R2_001.fastq.gz
4524	_S735_L001_R2_001.fastq.gz
4524	_S736_L001_R1_001.fastq.gz
4528	_S152_L001_R2_001.fastq.gz
4528	_S310_L001_R1_001.fastq.gz
4528	_S86_L001_R1_001.fastq.gz
4536	_S391_L001_R1_001.fastq.gz
4536	_S424_L001_R1_001.fastq.gz
4540	_S550_L001_R1_001.fastq.gz
4540	_S550_L001_R2_001.fastq.gz
4544	_S151_L001_R1_001.fastq.gz
4544	_S275_L001_R2_001.fastq.gz
4544	_S30_L001_R1_001.fastq.gz
4544	_S362_L001_R2_001.fastq.gz
4548	_S413_L001_R2_001.fastq.gz
4548	_S547_L001_R2_001.fastq.gz
4548	_S719_L001_R1_001.fastq.gz
4552	_S134_L001_R1_001.fastq.gz
4552	_S236_L001_R2_001.fastq.gz
4552	_S659_L001_R2_001.fastq.gz
4552	_S724_L001_R1_001.fastq.gz
4552	_S81_L001_R2_001.fastq.gz
4556	_S119_L001_R2_001.fastq.gz
4556	_S386_L001_R1_001.fastq.gz
4556	_S64_L001_R2_001.fastq.gz
4556	_S659_L001_R1_001.fastq.gz
4560	_S12_L001_R1_001.fastq.gz
4560	_S157_L001_R2_001.fastq.gz
4560	_S313_L001_R2_001.fastq.gz
4560	_S315_L001_R2_001.fastq.gz
4560	_S710_L001_R1_001.fastq.gz
4564	_S216_L001_R1_001.fastq.gz
4564	_S245_L001_R2_001.fastq.gz
4564	_S306_L001_R2_001.fastq.gz
4564	_S540_L001_R2_001.fastq.gz
4564	_S572_L001_R2_001.fastq.gz
4564	_S724_L001_R2_001.fastq.gz
4568	_S160_L001_R2_001.fastq.gz
4568	_S29_L001_R2_001.fastq.gz
4568	_S444_L001_R2_001.fastq.gz
4568	_S599_L001_R1_001.fastq.gz
4568	_S66_L001_R1_001.fastq.gz
4572	_S421_L001_R2_001.fastq.gz
4572	_S63_L001_R2_001.fastq.gz
4576	_S349_L001_R1_001.fastq.gz
4576	_S405_L001_R2_001.fastq.gz
4576	_S733_L001_R2_001.fastq.gz
4580	_S294_L001_R1_001.fastq.gz
4580	_S79_L001_R2_001.fastq.gz
4584	_S231_L001_R2_001.fastq.gz
4584	_S337_L001_R1_001.fastq.gz
4584	_S566_L001_R2_001.fastq.gz
4584	_S96_L001_R1_001.fastq.gz
4588	_S23_L001_R2_001.fastq.gz
4588	_S531_L001_R2_001.fastq.gz
4592	_S267_L001_R2_001.fastq.gz
4592	_S327_L001_R2_001.fastq.gz
4592	_S547_L001_R1_001.fastq.gz
4592	_S694_L001_R2_001.fastq.gz
4592	_S731_L001_R1_001.fastq.gz
4596	_S209_L001_R2_001.fastq.gz
4596	_S275_L001_R1_001.fastq.gz
4596	_S513_L001_R1_001.fastq.gz
4600	_S110_L001_R2_001.fastq.gz
4600	_S12_L001_R2_001.fastq.gz
4600	_S150_L001_R1_001.fastq.gz
4600	_S330_L001_R1_001.fastq.gz
4600	_S337_L001_R2_001.fastq.gz
4600	_S426_L001_R2_001.fastq.gz
4600	_S54_L001_R2_001.fastq.gz
4600	_S557_L001_R2_001.fastq.gz
4604	_S354_L001_R1_001.fastq.gz
4604	_S555_L001_R1_001.fastq.gz
4604	_S677_L001_R2_001.fastq.gz
4604	_S735_L001_R1_001.fastq.gz
4608	_S173_L001_R2_001.fastq.gz
4608	_S409_L001_R1_001.fastq.gz
4608	_S694_L001_R1_001.fastq.gz
4620	_S232_L001_R2_001.fastq.gz
4620	_S459_L001_R1_001.fastq.gz
4620	_S48_L001_R1_001.fastq.gz
4620	_S540_L001_R1_001.fastq.gz
4620	_S69_L001_R2_001.fastq.gz
4620	_S708_L001_R1_001.fastq.gz
4620	_S711_L001_R2_001.fastq.gz
4624	_S143_L001_R1_001.fastq.gz
4624	_S241_L001_R1_001.fastq.gz
4624	_S315_L001_R1_001.fastq.gz
4624	_S48_L001_R2_001.fastq.gz
4628	_S142_L001_R1_001.fastq.gz
4628	_S241_L001_R2_001.fastq.gz
4632	_S408_L001_R1_001.fastq.gz
4632	_S444_L001_R1_001.fastq.gz
4632	_S572_L001_R1_001.fastq.gz
4632	_S699_L001_R2_001.fastq.gz
4636	_S319_L001_R2_001.fastq.gz
4636	_S731_L001_R2_001.fastq.gz
4640	_S319_L001_R1_001.fastq.gz
4640	_S441_L001_R1_001.fastq.gz
4644	_S349_L001_R2_001.fastq.gz
4644	_S431_L001_R2_001.fastq.gz
4644	_S56_L001_R1_001.fastq.gz
4648	_S306_L001_R1_001.fastq.gz
4648	_S307_L001_R2_001.fastq.gz
4648	_S522_L001_R2_001.fastq.gz
4652	_S316_L001_R2_001.fastq.gz
4652	_S362_L001_R1_001.fastq.gz
4652	_S64_L001_R1_001.fastq.gz
4656	_S441_L001_R2_001.fastq.gz
4656	_S599_L001_R2_001.fastq.gz
4656	_S687_L001_R2_001.fastq.gz
4660	_S30_L001_R2_001.fastq.gz
4660	_S513_L001_R2_001.fastq.gz
4660	_S676_L001_R1_001.fastq.gz
4664	_S160_L001_R1_001.fastq.gz
4664	_S587_L001_R1_001.fastq.gz
4664	_S63_L001_R1_001.fastq.gz
4668	_S541_L001_R1_001.fastq.gz
4672	_S219_L001_R2_001.fastq.gz
4672	_S683_L001_R1_001.fastq.gz
4672	_S699_L001_R1_001.fastq.gz
4676	_S399_L001_R2_001.fastq.gz
4680	_S152_L001_R1_001.fastq.gz
4680	_S307_L001_R1_001.fastq.gz
4680	_S326_L001_R1_001.fastq.gz
4680	_S528_L001_R2_001.fastq.gz
4680	_S589_L001_R1_001.fastq.gz
4680	_S683_L001_R2_001.fastq.gz
4684	_S346_L001_R2_001.fastq.gz
4684	_S360_L001_R2_001.fastq.gz
4684	_S587_L001_R2_001.fastq.gz
4688	_S459_L001_R2_001.fastq.gz
4688	_S528_L001_R1_001.fastq.gz
4688	_S54_L001_R1_001.fastq.gz
4688	_S564_L001_R2_001.fastq.gz
4692	_S133_L001_R1_001.fastq.gz
4692	_S134_L001_R2_001.fastq.gz
4692	_S266_L001_R2_001.fastq.gz
4692	_S387_L001_R1_001.fastq.gz
4692	_S57_L001_R1_001.fastq.gz
4696	_S531_L001_R1_001.fastq.gz
4696	_S555_L001_R2_001.fastq.gz
4704	_S261_L001_R1_001.fastq.gz
4704	_S374_L001_R1_001.fastq.gz
4704	_S409_L001_R2_001.fastq.gz
4704	_S570_L001_R1_001.fastq.gz
4708	_S527_L001_R2_001.fastq.gz
4712	_S209_L001_R1_001.fastq.gz
4712	_S248_L001_R2_001.fastq.gz
4712	_S24_L001_R2_001.fastq.gz
4712	_S309_L001_R1_001.fastq.gz
4712	_S564_L001_R1_001.fastq.gz
4716	_S231_L001_R1_001.fastq.gz
4716	_S470_L001_R1_001.fastq.gz
4720	_S316_L001_R1_001.fastq.gz
4720	_S57_L001_R2_001.fastq.gz
4724	_S238_L001_R1_001.fastq.gz
4724	_S710_L001_R2_001.fastq.gz
4728	_S565_L001_R1_001.fastq.gz
4728	_S610_L001_R1_001.fastq.gz
4732	_S219_L001_R1_001.fastq.gz
4736	_S135_L001_R2_001.fastq.gz
4736	_S142_L001_R2_001.fastq.gz
4736	_S303_L001_R2_001.fastq.gz
4736	_S327_L001_R1_001.fastq.gz
4736	_S436_L001_R2_001.fastq.gz
4736	_S541_L001_R2_001.fastq.gz
4740	_S387_L001_R2_001.fastq.gz
4740	_S461_L001_R1_001.fastq.gz
4744	_S172_L001_R2_001.fastq.gz
4748	_S308_L001_R1_001.fastq.gz
4748	_S549_L001_R2_001.fastq.gz
4748	_S589_L001_R2_001.fastq.gz
4748	_S707_L001_R1_001.fastq.gz
4748	_S729_L001_R1_001.fastq.gz
4752	_S226_L001_R1_001.fastq.gz
4752	_S570_L001_R2_001.fastq.gz
4752	_S707_L001_R2_001.fastq.gz
