size	name
4752	_S73_L001_R2_001.fastq.gz
4756	_S711_L001_R1_001.fastq.gz
4760	_S308_L001_R2_001.fastq.gz
4760	_S676_L001_R2_001.fastq.gz
4764	_S642_L001_R2_001.fastq.gz
4768	_S338_L001_R2_001.fastq.gz
4768	_S436_L001_R1_001.fastq.gz
4768	_S61_L001_R1_001.fastq.gz
4768	_S627_L001_R2_001.fastq.gz
4772	_S33_L001_R1_001.fastq.gz
4772	_S360_L001_R1_001.fastq.gz
4776	_S292_L001_R1_001.fastq.gz
4776	_S60_L001_R2_001.fastq.gz
4776	_S679_L001_R2_001.fastq.gz
4776	_S86_L001_R2_001.fastq.gz
4780	_S203_L001_R2_001.fastq.gz
4780	_S232_L001_R1_001.fastq.gz
4780	_S301_L001_R1_001.fastq.gz
4788	_S709_L001_R1_001.fastq.gz
4788	_S729_L001_R2_001.fastq.gz
4792	_S203_L001_R1_001.fastq.gz
4792	_S266_L001_R1_001.fastq.gz
4792	_S346_L001_R1_001.fastq.gz
4792	_S351_L001_R2_001.fastq.gz
4792	_S614_L001_R1_001.fastq.gz
4792	_S687_L001_R1_001.fastq.gz
4796	_S338_L001_R1_001.fastq.gz
4800	_S15_L001_R2_001.fastq.gz
4800	_S18_L001_R2_001.fastq.gz
4800	_S412_L001_R2_001.fastq.gz
4800	_S522_L001_R1_001.fastq.gz
4800	_S7_L001_R2_001.fastq.gz
4808	_S426_L001_R1_001.fastq.gz
4812	_S213_L001_R1_001.fastq.gz
4812	_S613_L001_R1_001.fastq.gz
4816	_S222_L001_R1_001.fastq.gz
4816	_S712_L001_R2_001.fastq.gz
4820	_S11_L001_R2_001.fastq.gz
4824	_S230_L001_R1_001.fastq.gz
4824	_S60_L001_R1_001.fastq.gz
4824	_S679_L001_R1_001.fastq.gz
4828	_S24_L001_R1_001.fastq.gz
4832	_S133_L001_R2_001.fastq.gz
4832	_S226_L001_R2_001.fastq.gz
4832	_S42_L001_R2_001.fastq.gz
4832	_S431_L001_R1_001.fastq.gz
4832	_S610_L001_R2_001.fastq.gz
4836	_S11_L001_R1_001.fastq.gz
4836	_S254_L001_R1_001.fastq.gz
4836	_S61_L001_R2_001.fastq.gz
4836	_S678_L001_R2_001.fastq.gz
4836	_S6_L001_R2_001.fastq.gz
4840	_S301_L001_R2_001.fastq.gz
4840	_S389_L001_R1_001.fastq.gz
4844	_S254_L001_R2_001.fastq.gz
4844	_S326_L001_R2_001.fastq.gz
4844	_S565_L001_R2_001.fastq.gz
4848	_S39_L001_R2_001.fastq.gz
4852	_S238_L001_R2_001.fastq.gz
4856	_S33_L001_R2_001.fastq.gz
4856	_S627_L001_R1_001.fastq.gz
4856	_S73_L001_R1_001.fastq.gz
4860	_S248_L001_R1_001.fastq.gz
4860	_S734_L001_R1_001.fastq.gz
4860	_S734_L001_R2_001.fastq.gz
4864	_S211_L001_R2_001.fastq.gz
4864	_S309_L001_R2_001.fastq.gz
4868	_S172_L001_R1_001.fastq.gz
4868	_S18_L001_R1_001.fastq.gz
4868	_S351_L001_R1_001.fastq.gz
4868	_S462_L001_R1_001.fastq.gz
4872	_S302_L001_R1_001.fastq.gz
4872	_S399_L001_R1_001.fastq.gz
4876	_S642_L001_R1_001.fastq.gz
4876	_S7_L001_R1_001.fastq.gz
4880	_S470_L001_R2_001.fastq.gz
4880	_S726_L001_R2_001.fastq.gz
4884	_S2_L001_R2_001.fastq.gz
4884	_S556_L001_R2_001.fastq.gz
4884	_S588_L001_R1_001.fastq.gz
4888	_S217_L001_R1_001.fastq.gz
4888	_S527_L001_R1_001.fastq.gz
4892	_S292_L001_R2_001.fastq.gz
4892	_S423_L001_R2_001.fastq.gz
4892	_S461_L001_R2_001.fastq.gz
4896	_S135_L001_R1_001.fastq.gz
4896	_S442_L001_R2_001.fastq.gz
4904	_S14_L001_R1_001.fastq.gz
4904	_S211_L001_R1_001.fastq.gz
4904	_S62_L001_R2_001.fastq.gz
4908	_S303_L001_R1_001.fastq.gz
4912	_S634_L001_R2_001.fastq.gz
4916	_S62_L001_R1_001.fastq.gz
4920	_S158_L001_R1_001.fastq.gz
4920	_S158_L001_R2_001.fastq.gz
4920	_S6_L001_R1_001.fastq.gz
4924	_S412_L001_R1_001.fastq.gz
4928	_S350_L001_R1_001.fastq.gz
4928	_S678_L001_R1_001.fastq.gz
4932	_S530_L001_R2_001.fastq.gz
4932	_S571_L001_R2_001.fastq.gz
4936	_S743_L001_R2_001.fastq.gz
4940	_S298_L001_R2_001.fastq.gz
4940	_S350_L001_R2_001.fastq.gz
4940	_S374_L001_R2_001.fastq.gz
4940	_S389_L001_R2_001.fastq.gz
4944	_S709_L001_R2_001.fastq.gz
4948	_S10_L001_R2_001.fastq.gz
4952	_S743_L001_R1_001.fastq.gz
4956	_S222_L001_R2_001.fastq.gz
4956	_S515_L001_R2_001.fastq.gz
4960	_S434_L001_R2_001.fastq.gz
4960	_S530_L001_R1_001.fastq.gz
4960	_S588_L001_R2_001.fastq.gz
4964	_S726_L001_R1_001.fastq.gz
4972	_S15_L001_R1_001.fastq.gz
4972	_S225_L001_R1_001.fastq.gz
4972	_S299_L001_R2_001.fastq.gz
4972	_S462_L001_R2_001.fastq.gz
4976	_S561_L001_R1_001.fastq.gz
4976	_S571_L001_R1_001.fastq.gz
4976	_S633_L001_R1_001.fastq.gz
4976	_S712_L001_R1_001.fastq.gz
4980	_S153_L001_R1_001.fastq.gz
4980	_S402_L001_R2_001.fastq.gz
4980	_S563_L001_R2_001.fastq.gz
4980	_S614_L001_R2_001.fastq.gz
4984	_S299_L001_R1_001.fastq.gz
4984	_S2_L001_R1_001.fastq.gz
4984	_S515_L001_R1_001.fastq.gz
4984	_S562_L001_R1_001.fastq.gz
4984	_S615_L001_R2_001.fastq.gz
4988	_S359_L001_R1_001.fastq.gz
4988	_S742_L001_R1_001.fastq.gz
4992	_S213_L001_R2_001.fastq.gz
4992	_S613_L001_R2_001.fastq.gz
5000	_S214_L001_R2_001.fastq.gz
5000	_S230_L001_R2_001.fastq.gz
5000	_S39_L001_R1_001.fastq.gz
5000	_S556_L001_R1_001.fastq.gz
5004	_S10_L001_R1_001.fastq.gz
5008	_S42_L001_R1_001.fastq.gz
5012	_S323_L001_R2_001.fastq.gz
5012	_S359_L001_R2_001.fastq.gz
5016	_S153_L001_R2_001.fastq.gz
5016	_S74_L001_R2_001.fastq.gz
5020	_S634_L001_R1_001.fastq.gz
5020	_S742_L001_R2_001.fastq.gz
5024	_S43_L001_R1_001.fastq.gz
5028	_S217_L001_R2_001.fastq.gz
5028	_S298_L001_R1_001.fastq.gz
5028	_S323_L001_R1_001.fastq.gz
5028	_S633_L001_R2_001.fastq.gz
5032	_S214_L001_R1_001.fastq.gz
5032	_S434_L001_R1_001.fastq.gz
5032	_S43_L001_R2_001.fastq.gz
5032	_S553_L001_R2_001.fastq.gz
5036	_S318_L001_R1_001.fastq.gz
5040	_S227_L001_R2_001.fastq.gz
5060	_S225_L001_R2_001.fastq.gz
5060	_S345_L001_R1_001.fastq.gz
5064	_S302_L001_R2_001.fastq.gz
5064	_S442_L001_R1_001.fastq.gz
5064	_S586_L001_R2_001.fastq.gz
5068	_S563_L001_R1_001.fastq.gz
5072	_S227_L001_R1_001.fastq.gz
5072	_S26_L001_R1_001.fastq.gz
5072	_S561_L001_R2_001.fastq.gz
5076	_S170_L001_R2_001.fastq.gz
5080	_S618_L001_R2_001.fastq.gz
5088	_S423_L001_R1_001.fastq.gz
5088	_S535_L001_R2_001.fastq.gz
5092	_S402_L001_R1_001.fastq.gz
5092	_S562_L001_R2_001.fastq.gz
5096	_S467_L001_R2_001.fastq.gz
5100	_S345_L001_R2_001.fastq.gz
5112	_S535_L001_R1_001.fastq.gz
5116	_S453_L001_R1_001.fastq.gz
5124	_S586_L001_R1_001.fastq.gz
5124	_S74_L001_R1_001.fastq.gz
5128	_S14_L001_R2_001.fastq.gz
5132	_S26_L001_R2_001.fastq.gz
5136	_S615_L001_R1_001.fastq.gz
5136	_S70_L001_R1_001.fastq.gz
5136	_S716_L001_R1_001.fastq.gz
5144	_S70_L001_R2_001.fastq.gz
5148	_S553_L001_R1_001.fastq.gz
5152	_S317_L001_R1_001.fastq.gz
5152	_S34_L001_R1_001.fastq.gz
5164	_S318_L001_R2_001.fastq.gz
5164	_S725_L001_R1_001.fastq.gz
5172	_S590_L001_R1_001.fastq.gz
5172	_S716_L001_R2_001.fastq.gz
5184	_S467_L001_R1_001.fastq.gz
5184	_S506_L001_R1_001.fastq.gz
5184	_S718_L001_R1_001.fastq.gz
5188	_S414_L001_R1_001.fastq.gz
5192	_S170_L001_R1_001.fastq.gz
5208	_S725_L001_R2_001.fastq.gz
5228	_S261_L001_R2_001.fastq.gz
5228	_S430_L001_R1_001.fastq.gz
5240	_S506_L001_R2_001.fastq.gz
5252	_S263_L001_R2_001.fastq.gz
5260	_S34_L001_R2_001.fastq.gz
5264	_S618_L001_R1_001.fastq.gz
5268	_S438_L001_R2_001.fastq.gz
5272	_S414_L001_R2_001.fastq.gz
5276	_S554_L001_R2_001.fastq.gz
5280	_S246_L001_R2_001.fastq.gz
5280	_S317_L001_R2_001.fastq.gz
5284	_S498_L001_R2_001.fastq.gz
5288	_S263_L001_R1_001.fastq.gz
5288	_S417_L001_R1_001.fastq.gz
5316	_S417_L001_R2_001.fastq.gz
5320	_S430_L001_R2_001.fastq.gz
5320	_S718_L001_R2_001.fastq.gz
5328	_S611_L001_R1_001.fastq.gz
5328	_S611_L001_R2_001.fastq.gz
5336	_S300_L001_R1_001.fastq.gz
5336	_S650_L001_R2_001.fastq.gz
5356	_S262_L001_R1_001.fastq.gz
5372	_S246_L001_R1_001.fastq.gz
5372	_S262_L001_R2_001.fastq.gz
5384	_S498_L001_R1_001.fastq.gz
5388	_S229_L001_R1_001.fastq.gz
5388	_S646_L001_R1_001.fastq.gz
5392	_S169_L001_R2_001.fastq.gz
5392	_S590_L001_R2_001.fastq.gz
5400	_S438_L001_R1_001.fastq.gz
5408	_S446_L001_R2_001.fastq.gz
5408	_S554_L001_R1_001.fastq.gz
5412	_S249_L001_R1_001.fastq.gz
5412	_S422_L001_R1_001.fastq.gz
5412	_S71_L001_R2_001.fastq.gz
5420	_S300_L001_R2_001.fastq.gz
5420	_S646_L001_R2_001.fastq.gz
5420	_S650_L001_R1_001.fastq.gz
5424	_S210_L001_R2_001.fastq.gz
5440	_S249_L001_R2_001.fastq.gz
5444	_S446_L001_R1_001.fastq.gz
5472	_S71_L001_R1_001.fastq.gz
5496	_S695_L001_R1_001.fastq.gz
5516	_S169_L001_R1_001.fastq.gz
5524	_S422_L001_R2_001.fastq.gz
5532	_S210_L001_R1_001.fastq.gz
5560	_S229_L001_R2_001.fastq.gz
5584	_S695_L001_R2_001.fastq.gz
5628	_S453_L001_R2_001.fastq.gz
5692	_S192_L001_R2_001.fastq.gz
5752	_S454_L001_R2_001.fastq.gz
5780	_S235_L001_R1_001.fastq.gz
5788	_S454_L001_R1_001.fastq.gz
5800	_S619_L001_R1_001.fastq.gz
5812	_S235_L001_R2_001.fastq.gz
5840	_S619_L001_R2_001.fastq.gz
5852	_S192_L001_R1_001.fastq.gz
5876	_S715_L001_R1_001.fastq.gz
5896	_S523_L001_R1_001.fastq.gz
5900	_S523_L001_R2_001.fastq.gz
5928	_S715_L001_R2_001.fastq.gz
6224	_S204_L001_R1_001.fastq.gz
6272	_S204_L001_R2_001.fastq.gz
955324	_S0_L001_R1_001.fastq.gz
1055412	_S0_L001_R2_001.fastq.gz
