Sample	Error rate: mismatches (NM) / bases mapped (CIGAR)	Non-primary alignments (millions)	Reads Mapped in the bam file (millions)	% Mapped Reads	% Properly Paired Reads	% of Reads that are Ambiguously Placed (MapQ=0)	Total sequences in the bam file (millions)
SORT-592	5.857138	0	0.025778	95.88602886475228	34.079750037196845	47.06888855825026	0.026883999999999998
SORT-593	4.580886	0	0.0389	99.53940634595702	13.781985670419653	68.01944728761515	0.03908
SORT-594	5.792286	0	0.029703999999999998	86.41415022982487	29.801594228195725	43.17507418397626	0.034374
SORT-595	5.715613	0	0.029047	87.91464891041161	27.772397094430996	45.61743341404358	0.03304
SORT-596	5.534289	0	0.030226	86.90626797009776	73.88154111558367	39.074180563542264	0.03478
SORT-597	5.729038	0	0.035526999999999996	97.51056705275293	34.49525168798375	48.54531481583136	0.036434
SORT-598	6.01784	0	0.031868	97.3960880195599	37.10268948655256	45.5440097799511	0.03272
SORT-599	5.814889	0	0.040812	97.64103545624192	33.99205703622183	48.35159577013254	0.041797999999999995
SORT-6	5.782173	0	0.044376	99.38633818589025	38.75027995520717	46.13661814109742	0.044649999999999995
SORT-60	6.471536	0	0.0426	99.37946157794056	48.765921709513364	37.30462371109971	0.042866
SORT-600	5.881080000000001	0	0.032073	91.6738123820957	34.97398959583833	43.12868004344595	0.034985999999999996
SORT-601	4.6367	0	0.028686	99.54886174347585	13.235702387562466	71.32495835646863	0.028815999999999998
SORT-602	5.651089	0	0.033562999999999996	87.31723814974764	27.233466881731623	45.439408918257975	0.038438
SORT-603	5.856245	0	0.025387	86.55642686668939	29.730651210364815	42.20593249232867	0.02933
SORT-604	6.441905	0	0.025363999999999998	90.53398058252428	76.17075956596231	31.849657338663622	0.028016
SORT-605	5.6095939999999995	0	0.03327	96.00069252077562	80.74792243767313	42.28127885503232	0.034656
SORT-606	5.538497	0	0.031797	96.93025240824291	82.58139251310816	44.775027435678574	0.032804
SORT-607	6.2372190000000005	0	0.038873	98.24353012535381	48.175293166194905	40.07784067933684	0.039568
SORT-608	5.89043	0	0.027096	92.718313714755	34.676977826444016	44.55242266630167	0.029224
SORT-609	5.028427	0	0.038103	99.6938775510204	23.113553113553113	60.279958137101	0.03822
SORT-61	6.057578	0	0.042128	99.23678507490813	39.87562423442947	45.312352774898706	0.042452
SORT-610	5.676685	0	0.035487	85.36685109453933	27.14938657685831	44.28433966802983	0.041569999999999996
SORT-611	5.743218	0	0.040024	85.01635583499724	28.603594035430564	42.18318535196907	0.047077999999999995
SORT-612	6.391514	0	0.03059	90.01824495321053	38.126066741215936	38.15843681949268	0.033982
SORT-613	6.465475	0	0.041867	96.57900807381776	48.09688581314879	38.11764705882353	0.04335
SORT-614	6.517236	0	0.042790999999999996	98.32942690380992	59.18930097890528	38.42547911209155	0.043518
SORT-615	6.2459430000000005	0	0.044777	97.18074485632432	44.09236912926469	40.38327979859363	0.046076
SORT-616	5.900777	0	0.037186	92.4243177412139	35.129492469056025	42.30501565839837	0.040234
SORT-617	4.776464	0	0.035896	99.52864193423169	19.2314090833472	63.780291687461876	0.036066
SORT-618	5.55025	0	0.039708	86.54374264417419	27.35277450852186	44.56431716141406	0.045882
SORT-619	6.13326	0	0.043611	85.57216858959265	71.0854720979515	32.848677497841614	0.050963999999999995
SORT-62	5.851673	0	0.04355	99.04029837169107	36.1775675429819	47.518875648139726	0.043972
SORT-620	6.441767	0	0.029755999999999998	84.99285918309054	72.05369894315909	29.96286775207084	0.03501
SORT-621	6.4642669999999995	0	0.000404	93.51851851851852	72.22222222222221	40.50925925925926	0.000432
SORT-622	5.94189	0	0.038114999999999996	97.64063940977559	79.73152986986372	40.04252484885746	0.039036
SORT-623	6.09025	0	0.035976999999999995	96.58773625429554	43.06808419243986	43.26138316151203	0.037247999999999996
SORT-624	5.888245	0	0.031689	89.44115156646909	35.00987863392605	41.45639288738357	0.035429999999999996
SORT-625	4.384401	0	0.025921	99.37509584419567	15.29673362981138	69.92792516485201	0.026084
SORT-626	6.03869	0	0.028249	84.03438838648263	32.567824845311755	38.713707758210376	0.033616
SORT-627	6.30058	0	0.037864999999999996	87.96812563888115	42.082520211876215	36.885512498838395	0.043044
SORT-628	6.477368	0	0.018916	82.99403299403299	38.90838890838891	36.57423657423657	0.022792
SORT-629	6.021511	0	0.031832	92.88048552754435	42.168534080298784	41.25233426704015	0.034272
SORT-63	5.607304	0	0.041141	98.7826546292739	33.629466000768346	50.21369573568959	0.041648
SORT-630	6.111928	0	0.027937	96.84206877426512	38.03383250138658	44.20410427066001	0.028848
SORT-631	6.035087	0	0.026487999999999998	92.7645863977026	33.690551236254116	43.01674021152903	0.028554
SORT-632	5.710056	0	0.027077999999999998	90.53159478435306	30.544968238047478	44.399866265463054	0.02991
SORT-633	4.788531	0	0.045137	99.67978446181705	20.81180159886931	63.10012808621527	0.045281999999999996
SORT-634	6.0858229999999995	0	0.040622	90.68625262311917	41.2108764566683	39.12800821538599	0.044794
SORT-635	6.291958999999999	0	0.032444	85.5906716614784	70.2157969714557	31.45148525299425	0.037905999999999995
SORT-636	6.491149999999999	0	0.030577999999999998	86.4175898711282	41.98507800135655	34.71342979877911	0.035384
SORT-637	6.212801	0	0.031291	97.2797363675931	45.37088851582416	42.293104520300936	0.032166
SORT-638	6.136042	0	0.03284	97.17701367106586	35.941291353494705	45.75960229626561	0.033794
SORT-639	5.50152	0	0.021789	93.95050017247326	29.337702656088304	50.064677474991385	0.023191999999999997
SORT-64	5.623261	0	0.041617	99.19201067785299	34.06425779387931	50.26456287539327	0.041956
SORT-640	5.665068	0	0.02762	72.87983534751174	23.29410522982743	37.872710961000585	0.037898
SORT-641	4.667294	0	0.039118	99.38011279914637	18.95737005233474	64.87221177785682	0.039362
SORT-642	5.572011000000001	0	0.03766	85.64151544094237	71.25119388729703	39.31414017373903	0.043974
SORT-643	6.432893000000001	0	0.0325	85.16325140191813	75.64593050678685	31.478958125884386	0.038162
SORT-644	5.432406	0	0.028748	75.85224274406332	64.34300791556728	34.844327176781	0.037899999999999996
SORT-645	5.730156	0	0.032265999999999996	94.794053704683	31.141665197720197	48.93354486162524	0.034038
SORT-646	5.815253	0	0.046465	98.38859950027528	37.470884682166606	48.466946173717865	0.047226
SORT-647	5.483491	0	0.018203	74.49864942293526	26.14389784726201	40.27993779160187	0.024433999999999997
SORT-648	5.457436	0	0.027787	76.72999392500138	22.27867675484619	41.80151322692881	0.036213999999999996
SORT-649	4.979693999999999	0	0.034633	99.6231733977678	22.862731561385342	59.60764008744679	0.034763999999999996
SORT-65	4.149262	0	0.036513	99.1446725317693	9.19952210274791	79.54816987075051	0.036828
SORT-650	5.949002	0	0.041545	86.54847714678556	32.16115995166868	40.98787550518728	0.048001999999999996
SORT-651	5.867355	0	0.021942	72.9940119760479	31.19760479041916	33.74251497005988	0.03006
SORT-652	5.304739	0	0.021703	74.09190222586372	17.93663798989485	41.970503891847606	0.029292
SORT-653	5.608274	0	0.022371	92.75644746662243	36.719462642010114	46.260054730906376	0.024118
SORT-654	5.468784	0	0.036691	98.34619920660448	28.58368178406776	53.637289589364215	0.037308
SORT-655	5.592306	0	0.033236999999999996	96.55182430862189	36.21310713455729	49.28538229142459	0.034423999999999996
SORT-656	5.336831999999999	0	0.031631	87.77611277611278	24.281274281274282	49.66422466422466	0.036036
SORT-657	4.950349	0	0.037732999999999996	99.68561766881538	22.804607418366267	59.11180386769524	0.037852
SORT-658	5.892086	0	0.028981	79.95199735157802	32.139704259545354	35.974398587508276	0.036247999999999996
SORT-659	7.111421	0	0.035155	87.3416149068323	78.16645962732919	24.819875776397517	0.04025
SORT-66	5.924398	0	0.040852	98.8673765730881	37.35721200387221	45.73330106485963	0.041319999999999996
SORT-660	6.0483910000000005	0	0.033717	85.40706216120371	31.384568620497493	40.070418967526216	0.039478
SORT-661	6.092919	0	0.036796999999999996	97.12558728818033	42.17916908620599	44.36731246370691	0.037885999999999996
SORT-662	5.368946	0	0.037233999999999996	97.91721453742176	27.891442697101983	53.73954662599274	0.038026
SORT-663	5.481624999999999	0	0.03303	96.85648935546303	27.623013313002172	54.17570816960882	0.034102
SORT-664	5.348521	0	0.026718	71.14933958244566	20.552833404345975	38.519919045590115	0.037551999999999995
SORT-665	4.954341	0	0.030664999999999998	99.73655109607755	82.27411695830352	52.244194366746896	0.030746
SORT-666	5.596432	0	0.030355	81.43746311101572	25.331330149702204	42.94682620593443	0.037274
SORT-667	5.486014	0	0.028242	81.12253691043833	24.42120985810306	43.479634629746656	0.034814
SORT-668	5.3556289999999995	0	0.014664	82.67929634641408	21.58322056833559	48.06608028867839	0.017736
SORT-669	5.7261239999999995	0	0.027083	84.29193899782135	28.278867102396514	42.66417678182384	0.03213
SORT-67	5.240865	0	0.025848	99.22456813819578	26.20345489443378	57.81957773512476	0.02605
SORT-670	6.034703	0	0.020836999999999998	78.93999090771328	62.93377784512805	32.826943476284285	0.026396
SORT-671	0.4000254	0	0.004177999999999999	46.043641172581005	38.96848137535817	23.70509147013445	0.009073999999999999
SORT-672	2.827776	0	0.00043	2.5841346153846154	0	1.9651442307692308	0.01664
SORT-673	4.689335	0	0.029984999999999998	99.58485552972435	17.502490866821656	66.60577881102624	0.030109999999999998
SORT-674	5.264513	0	0.029265	88.77866763742264	28.267200582453583	52.099259798568134	0.032964
SORT-675	5.271291	0	0.035616999999999996	91.60751028806584	65.4269547325103	49.71965020576132	0.03888
SORT-676	5.442338	0	0.040811	96.37965237105611	69.19516342338939	53.3322312488192	0.042344
SORT-677	5.694172	0	0.04022	97.5030303030303	78.25454545454545	44.86545454545455	0.041249999999999995
SORT-678	5.540087	0	0.043731	97.9110693175712	74.74476088124663	48.54692817481641	0.044663999999999995
SORT-679	6.02372	0	0.042394	96.57387580299786	77.38393548681033	40.022324479475145	0.043898
SORT-68	6.090349	0	0.033476	99.27639383155397	42.010676156583635	42.956702253855276	0.03372
SORT-680	5.687647	0	0.026754999999999998	74.73046198536395	57.214680744092504	35.539913971286516	0.035802
SORT-681	4.982753	0	0.035709	99.63448660714286	22.103794642857146	60.94029017857143	0.03584
SORT-682	5.188998	0	0.028523	85.91782637508284	16.555214169528284	56.027471534429786	0.033198
SORT-683	4.995459	0	0.039165	93.11254814321715	25.842803480576293	58.51362274737293	0.042061999999999995
SORT-684	5.554984999999999	0	0.031283	90.90195850525949	65.35712210147034	46.45202533852502	0.034414
SORT-685	5.70663	0	0.036957	97.40393231774814	75.87370196615886	48.2394180591429	0.037942
SORT-686	5.2031019999999994	0	0.033158	96.85126767145694	57.90980254702652	58.97301086575535	0.034235999999999996
SORT-687	5.629929000000001	0	0.040081	92.36956120943954	72.71386430678466	42.49861725663717	0.043392
SORT-688	5.480626	0	0.018068999999999998	91.2023016353725	31.021603068847163	49.13183928931961	0.019812
SORT-689	4.999895	0	0.040951999999999995	99.76126674786845	24.321559074299635	58.48233861144945	0.041049999999999996
SORT-69	5.506036	0	0.036802	98.89288977266621	31.18181329607137	52.24377922287311	0.037214
SORT-690	5.228589	0	0.032992	85.95248020008337	30.132346811171324	55.077636515214664	0.038384
SORT-691	5.570810000000001	0	0.037781999999999996	94.46917037555633	26.80402060309046	51.06265939890984	0.039993999999999995
SORT-692	5.8038	0	0.033818	95.6553713865475	76.42133846240878	42.476098885557505	0.035354
SORT-693	5.840295	0	0.034547	97.66212472437384	77.54282806581104	42.04500480578957	0.035373999999999996
SORT-694	6.060506	0	0.039813999999999995	98.07370184254607	78.66292245541433	39.31668144644792	0.040596
SORT-695	5.731797	0	0.046609	93.03936442031299	74.90817630150111	42.64412328329607	0.050095999999999995
SORT-696	5.608442999999999	0	0.026267	83.88260841796001	41.10621447275979	45.382257137382645	0.031314
SORT-697	5.272236	0	0.026333	99.88999317198999	22.540019725362264	57.0707837038161	0.026362
SORT-698	5.023213	0	0.029259	83.59714285714286	21.102857142857143	52.739999999999995	0.034999999999999996
SORT-699	5.476236999999999	0	0.038659	93.2800887945179	23.41472830807837	53.64347070746067	0.041443999999999995
SORT-7	5.801577	0	0.044003	99.30715414127737	38.45633039945836	46.70051907018732	0.044309999999999995
SORT-70	5.84272	0	0.045280999999999995	99.1742958517675	37.37351614174953	46.024793026413775	0.045658
SORT-700	5.848351	0	0.031987	91.5798213467705	38.456252863032525	41.642808062299586	0.034928
SORT-701	6.074414	0	0.035508	97.20762155059133	77.75952693823915	38.52113447218572	0.036528
SORT-702	5.913033	0	0.035316	98.06731089636787	79.81783849827835	42.938464956125735	0.036011999999999995
SORT-703	6.0159530000000006	0	0.038206	96.13990941117262	80.37242073477604	40.070457976849525	0.03974
SORT-704	3.300869	0	0.00024599999999999996	2.6332691072575463	0	2.0338257332476983	0.009342
SORT-705	4.905151	0	0.036036	99.7563946406821	21.653194552098327	60.248034547669135	0.036123999999999996
SORT-706	5.65147	0	0.030511999999999997	88.4610924272295	29.218369476980172	47.12976922184854	0.034492
SORT-707	5.635744	0	0.038416	91.18875807064185	31.47075579187239	45.06978731484998	0.042128
SORT-708	5.912267	0	0.038239999999999996	96.23999597322192	34.157145014345396	48.89263602959682	0.039734
SORT-709	5.501109	0	0.041817	98.24499577107414	31.10140024433794	53.01193496851799	0.042564
SORT-71	5.562113	0	0.048795	98.96762940126563	33.855265292876844	49.995943533993184	0.049304
SORT-710	6.2511220000000005	0	0.040723999999999996	98.6531007751938	43.21705426356589	41.712693798449614	0.04128
SORT-711	5.831193	0	0.042075999999999995	97.61507052709726	35.91778025241277	46.86108017817372	0.043103999999999996
SORT-712	5.907569	0	0.040656	91.93614038261498	35.059472660666636	42.60775179774773	0.044222
SORT-713	4.827658	0	0.034867999999999996	99.62285714285714	20.948571428571427	61.96857142857143	0.034999999999999996
SORT-714	4.651398	0	0.030872999999999998	90.52072949041225	16.94716472174984	63.37594558142262	0.034106
SORT-715	5.5235069999999995	0	0.04491	87.8349305691375	27.318599647956187	46.70839037746919	0.051129999999999995
SORT-716	6.232382	0	0.044761999999999996	96.85809494958238	48.1845328255507	39.790972432596185	0.046214
SORT-717	7.0270529999999995	0	0.0009429999999999999	94.8692152917505	78.87323943661971	34.1046277665996	0.0009939999999999999
SORT-718	6.076614	0	0.046168	98.7044084320349	41.01851455937059	42.92769487322016	0.046773999999999996
SORT-719	5.611071	0	0.039550999999999996	97.99068430702145	34.94375898121996	49.041177345027506	0.040361999999999995
SORT-72	4.639486000000001	0	0.000073	3.628230616302187	0	2.5347912524850895	0.002012
SORT-720	5.376611	0	0.032464	94.70797596125794	27.965458894918022	50.70599218157419	0.034277999999999996
SORT-721	4.815421000000001	0	0.03557	99.63585434173669	16.66106442577031	63.88515406162465	0.035699999999999996
SORT-722	5.490444	0	0.029394	84.59191895936456	24.25463336019339	45.965235409232186	0.034748
SORT-723	6.097528	0	0.033703	89.82197111028198	37.5246522040403	39.6567347156335	0.037522
SORT-724	6.245217	0	0.038721	95.36252585952123	37.001280662003744	44.675401438281945	0.040604
SORT-725	5.751110000000001	0	0.045294999999999995	98.24527155995142	42.512580253340275	46.275811209439524	0.046104
SORT-726	6.094966	0	0.044416	98.39174161534713	37.853883301581675	44.918257941606484	0.045141999999999995
SORT-727	6.119120000000001	0	0.037318	98.1174738391965	46.69506231266761	41.565441447126254	0.038034
SORT-728	5.0974260000000005	0	0.026862999999999998	79.43402921521083	61.564847122833996	42.27038855047608	0.033818
SORT-729	4.799238	0	0.043239	99.65199354690021	20.465545056464624	61.765383728969816	0.04339
SORT-73	4.556878	0	0.042943999999999996	99.46266444320919	17.671854734111545	66.4697980359459	0.043176
SORT-730	5.447144000000001	0	0.034942	90.01494152197435	27.312071719305475	50.47143077953527	0.038818
SORT-731	5.560951	0	0.036058	90.0414523298207	28.102681915796836	49.265844279079055	0.040046
SORT-732	5.7945150000000005	0	0.035939	95.37951167728238	33.131634819532906	47.92993630573248	0.03768
SORT-733	6.061871	0	0.039318	97.94728713068606	41.80658661750785	43.44825868168004	0.040142
SORT-734	5.981973	0	0.042776999999999996	98.121387283237	38.86136342783742	44.73804936232682	0.043595999999999996
SORT-735	5.840421	0	0.040364	97.92808966956184	41.91372701247028	44.342277645688775	0.041218
SORT-736	5.274734	0	0.03687	93.18606884698984	29.323156245261085	51.056462619420714	0.039566
SORT-737	5.156657	0	0.039422	99.75707272635255	23.49309175565565	58.67705855559492	0.039518
SORT-738	5.603782	0	0.033718	87.18969797269342	31.03537443111295	42.80616466694249	0.038672
SORT-739	5.0126919999999995	0	0.030532999999999998	91.96686746987952	22.951807228915662	54.21385542168675	0.0332
SORT-74	6.2111149999999995	0	0.046275	99.21740994854203	45.82332761578044	39.412521440823326	0.04664
SORT-740	0.4695093	0	0.004651	52.60122144311242	44.49219633567066	11.411445374349695	0.008842
SORT-741	5.70444	0	0.034662	96.92953020134229	29.07158836689038	53.145973154362416	0.03576
SORT-742	5.911784	0	0.04362	98.48279599024654	34.15063668382552	48.64083807459586	0.044292
SORT-743	5.814273	0	0.043991999999999996	97.94282660967139	33.3466916021017	48.05637189420251	0.044916
SORT-744	5.850549	0	0.033687999999999996	91.16198517075283	33.69594631163068	44.22525301726471	0.036954
SORT-745	4.685283	0	0.037551	99.64706506740261	18.34730920284471	63.79895977072497	0.037683999999999995
SORT-746	5.63916	0	0.03504	88.79428310779991	29.851502711469262	46.08737519639147	0.039462
SORT-747	5.954154	0	0.030934999999999997	88.68470844561665	47.36540335989909	42.85304741700591	0.034881999999999996
SORT-748	5.608572	0	0.032984	94.7652703556858	28.69620180428662	49.1869217950928	0.034806
SORT-749	6.100836	0	0.036171	97.62226060671489	37.57961783439491	44.68314800820469	0.037052
SORT-75	6.393957	0	0.032119	98.97386909897695	43.00505361765069	41.37495377788734	0.032452
SORT-750	5.234317	0	0.03571	98.43973977285258	27.2080714521998	55.66214577130886	0.036275999999999996
SORT-751	6.243976	0	0.035879	98.26632340052586	40.945442594215606	42.20256354075372	0.036511999999999996
SORT-752	5.720853	0	0.033545	86.32269686052496	29.619145651055067	43.229541945445185	0.03886
SORT-753	5.348493	0	0.031992	99.73812196034419	38.42748472378102	49.64771168474872	0.032076
SORT-754	5.779872	0	0.033662	88.45850633310559	29.93640615966784	45.20418352866978	0.038054
SORT-755	6.180026000000001	0	0.033243999999999996	91.84947781400233	41.44885892689396	39.50654804663756	0.036194
SORT-756	5.3786130000000005	0	0.034886	93.9664924850509	25.62085869740882	51.34407154016053	0.037126
SORT-757	6.436449	0	0.033793	97.70151497629236	54.96704059211287	40.22782467907945	0.034588
SORT-758	5.553685	0	0.035691	98.11689025731252	31.9331427314713	51.71541675830218	0.036376
SORT-759	5.177086999999999	0	0.031083999999999997	97.81609918811756	28.3025992825225	55.60765309333501	0.031778
SORT-76	4.962349	0	0.031874	99.20941235059762	23.462400398406373	60.90948705179283	0.032128
SORT-760	5.372987	0	0.032541	90.64850409493566	29.09354281575575	49.27572566716808	0.035898
SORT-761	4.8345899999999995	0	0.027379999999999998	99.38294010889292	17.611615245009073	65.6769509981851	0.027549999999999998
SORT-762	5.474173	0	0.030115999999999997	86.97008201455469	23.368372415386393	47.60309576065612	0.034628
SORT-763	4.893125	0	0.002451	38.296875	6.71875	24.265625	0.0063999999999999994
SORT-764	5.524299	0	0.012929999999999999	76.75412560845305	20.515255847085363	47.11504214650362	0.016846
SORT-765	5.9579830000000005	0	0.015396	96.12887112887113	49.388111888111894	45.211038961038966	0.016016
SORT-766	5.011112	0	0.0058649999999999996	62.9021879021879	11.668811668811669	40.186615186615185	0.009323999999999999
SORT-767	5.651014	0	0.020118999999999998	97.3719872229213	29.493756654728486	53.068434807859845	0.020662
SORT-768	5.644883	0	0.032214	90.08893114827451	31.064377202304378	45.53666312433581	0.035758
SORT-77	5.120926	0	0.034578	99.03196242410355	23.719784625959445	61.53625844884867	0.034915999999999996
SORT-78	5.03286	0	0.03751	99.20131175288269	23.029726012905954	61.25304136253041	0.037812
SORT-79	5.653645	0	0.039722	99.13646800439253	35.160227613057806	48.537486273335325	0.040068
SORT-8	4.758196	0	0.038936	98.97808734556916	23.14810107275408	63.24673343840561	0.039338
SORT-80	5.13463	0	0.039826	99.14363953198905	27.06995270102066	56.8284789644013	0.04017
SORT-81	4.479148	0	0.039015999999999995	99.36837815810921	15.62245313773431	69.38671556642217	0.039264
SORT-82	5.343191	0	0.039268	99.20671012076197	29.821636097215908	53.8123389419433	0.039582
SORT-83	5.723928	0	0.036611	99.64345980077296	35.83365086277285	47.866202166458	0.036742
SORT-84	5.166513999999999	0	0.036216	99.23823094207268	24.765714912040334	58.65621746040445	0.036494
SORT-85	6.0187919999999995	0	0.037580999999999996	99.09033380794178	39.40832146812213	44.38116331804039	0.037926
SORT-86	5.2196869999999995	0	0.040431999999999996	99.35128759583252	26.63652447414979	55.61971692549636	0.040695999999999996
SORT-87	5.205498	0	0.037496999999999996	99.19316438283688	27.882122639013808	54.90450240728004	0.037801999999999995
SORT-88	4.50116	0	0.032587	99.25982333231799	16.424002436795615	68.26682911970758	0.03283
SORT-89	4.186883	0	0.03048	99.10905898419718	10.398647330428561	74.87481303245106	0.030754
SORT-9	4.289058	0	0.033259	99.20952153680945	15.445650876983654	71.63822932824246	0.033524
SORT-90	1.365961	0	0.0050279999999999995	74.31274017144545	71.62281998226426	58.83830919302394	0.0067659999999999994
SORT-91	4.046456	0	0.004461	48.18535320803629	5.703175631885936	36.49816375027004	0.009257999999999999
SORT-92	4.713139	0	0.026119	93.18895390323961	19.20222634508349	62.61238761238761	0.028027999999999997
SORT-93	5.303027	0	0.030240999999999997	98.76224689745264	27.080339647289353	56.85173089483997	0.030619999999999998
SORT-94	5.123544	0	0.025366	98.73112252841352	27.004515024132026	55.70994862213918	0.025692
SORT-95	4.527169000000001	0	0.021769	75.01378359751895	11.247415575465196	54.64851826326671	0.029019999999999997
SORT-96	5.085516999999999	0	0.040108	98.69580195875781	22.90467050543826	62.16595304887051	0.040638
SORT-97	5.089779	0	0.033104	99.77094635322483	24.96684749849307	57.613019891500905	0.03318
SORT-98	5.477485	0	0.032632	96.6244225986024	34.80990169371076	46.95605827312567	0.033771999999999996
SORT-99	5.47241	0	0.028152	98.91777933942375	28.98805340829234	54.31131412508784	0.02846
